Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude_plant,Longitude_plant,geometry,environmental_indicator,Latitude_station,Longitude_station,distance_km,environmental_indicator_log
P100000120203,Yangzhou Qinyou Special Metal Materials Co Ltd,Yangzhou Qinyou Special Metal Materials Co Ltd,E100000126361,Yangzhou Qinyou Special Metal Materials Co Ltd [100.0%],E100000126361 [100.0%],Jiangsu,China,Asia Pacific,24,,2271,operating,2400,32.838703,119.425236,POINT (13294356.459386522 3873914.0026507513),361408387.5824465,32.875,119.45833333,6.059,19.706
P100000120253,Yantai Walsin Stainless Steel Co Ltd,Yantai Walsin Stainless Steel Co Ltd,E100000126138,Huaxin Special Steel Holdings Co Ltd [75.0%]; Walsin Lihwa Holdings Ltd [4.6%]; Concord Industries Ltd,E100000130629 [75.0%]; E100000130494 [4.6%]; E100001010247,Shandong,China,Asia Pacific,18,,419,operating,1400,37.548627,121.277488,POINT (13500548.208847346 4515856.721238497),18963550948.945488,37.54166667,121.29166667,1.856,23.666
P100000120302,Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,Yunnan Qujing Iron and Steel Group Chenggang Iron and Steel Co Ltd,E100000126929,Yunan Qujing Shuangyou Steel Co Ltd [25.0%]; Yunnan Qujing Chenggang Iron and Steel (Group) Co Ltd [25.0%]; Fujian XINPENG Investment Co Ltd [16.6%]; Xuanwei Laibin Fenghuang Steel Co Ltd [16.0%]; Qujing Julida Steel Co Ltd [8.0%]; Qujing Wuyue New Energy Technology Co Ltd [5.5%]; Yunnan Tongyanbao Trading Co Ltd [1.7%]; unknown [1.0%]; Yunnan Qujing Yaochang Trade Co Ltd [0.9%]; Qujing Botong Trading Co Ltd [0.4%],E100000128309 [25.0%]; E100001000471 [25.0%]; E100000128963 [16.6%]; E100000128311 [16.0%]; E100000128312 [8.0%]; E100000128964 [5.5%]; E100000128965 [1.7%]; E100000132388 [1.0%]; E100000128938 [0.9%]; E100000128939 [0.4%],Yunnan,China,Asia Pacific,12,,88,operating,2600,25.45543,103.547242,POINT (11526826.25248787 2931788.458186242),240153183.6302977,25.45833333,103.54166667,0.716,19.297
P100000120303,Yunnan Qujing Iron and Steel Group Fenghuang Steel Co Ltd,Yunnan Qujing Iron and Steel Group Co Ltd,E100000127450,Yunan Qujing Shuangyou Steel Co Ltd [25.0%]; Yunnan Qujing Chenggang Iron and Steel (Group) Co Ltd [25.0%]; Fujian XINPENG Investment Co Ltd [16.6%]; Xuanwei Laibin Fenghuang Steel Co Ltd [16.0%]; Qujing Julida Steel Co Ltd [8.0%]; Qujing Wuyue New Energy Technology Co Ltd [5.5%]; Yunnan Tongyanbao Trading Co Ltd [1.7%]; unknown [1.0%]; Yunnan Qujing Yaochang Trade Co Ltd [0.9%]; Qujing Botong Trading Co Ltd [0.4%],E100000128309 [25.0%]; E100001000471 [25.0%]; E100000128963 [16.6%]; E100000128311 [16.0%]; E100000128312 [8.0%]; E100000128964 [5.5%]; E100000128965 [1.7%]; E100000132388 [1.0%]; E100000128938 [0.9%]; E100000128939 [0.4%],Yunnan,China,Asia Pacific,12,,565,operating,1400,26.275342,104.168311,POINT (11595963.337315358 3033223.3887298927),54580293.24053438,26.29166667,104.20833333,4.895,17.815
P100000120352,Yunnan Tiangao Nickel Alloy Co Ltd,YunNan Province Tiangao Nickel Alloy Co Ltd,E100000126347,Sichuan Jinguang Industry (Group) Co Ltd [63.9%]; unknown [29.8%]; Sichuan Shiting Ecology Agriculture Technology Co Ltd [6.2%],E100000127446 [63.9%]; E100000132388 [29.8%]; E100000127447 [6.2%],Yunnan,China,Asia Pacific,16,,456,operating,500,24.80128,104.063455,POINT (11584290.82078874 2851356.0175930806),229330969.90024498,24.79166667,104.04166667,2.697,19.251
P100000120300,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd,E100001000458,Yunnan Yuxi Iron and Steel Group Yukun Iron and Steel Co Ltd [100.0%],E100001000458 [100.0%],Yunnan,China,Asia Pacific,12,,5899,operating,1893,24.465884,102.543682,POINT (11415110.464307373 2810281.740653709),932314590.9645125,24.45833333,102.54166667,0.95,20.653
P100000120321,Yunnan Yuxi Xianfu Iron and Steel Group Co Ltd,Yunnan Yuxi Xianfu Iron and Steel (Group) Co Ltd,E100001000455,Yunnan Yuxi Xianfu Iron and Steel (Group) Co Ltd [100.0%],E100001000455 [100.0%],Yunnan,China,Asia Pacific,24,,2578,operating,2980,24.012309,102.186364,POINT (11375334.006496102 2754908.0863464223),20949106.01836089,24.04166667,102.20833333,4.334,16.858
P100000120193,Zenith Steel Group Co Ltd,Zenith Steel Group Co Ltd,E100000123285,Zenith Steel Group Co Ltd [100.0%],E100000123285 [100.0%],Jiangsu,China,Asia Pacific,24,,10255,operating,3700,31.707656,120.079591,POINT (13367198.924784556 3724996.8139622477),18149919723.49238,31.70833333,120.04166667,4.223,23.622
P100000120332,Zenith Steel Group Nantong Co Ltd,Zenith Steel Group (Nantong) Co Ltd,E100000123217,Zenith Steel Group Co Ltd [100.0%],E100000123285 [100.0%],Jiangsu,China,Asia Pacific,3,2022,3602,operating,5850,32.133954,121.513173,POINT (13526784.543034958 3780907.0437350892),1230988127.1191046,32.04166667,121.54166667,12.534,20.931
P100000120188,Zhangjiagang Hongchang Steel Co Ltd,Zhangjiagang Hongchang Steel Co Ltd,E100000126981,Hengde International Co Ltd [28.2%]; Hong Kong Hengde Co Ltd [25.0%]; Jiangsu Shagang Group Co Ltd [22.0%]; unknown [12.8%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [6.6%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [5.4%],E100000125940 [28.2%]; E100000130574 [25.0%]; E100000122410 [22.0%]; E100000132388 [12.8%]; E100000124037 [6.6%]; E100000124038 [5.4%],Jiangsu,China,Asia Pacific,23,,9674,operating,16947,31.983146,120.638992,POINT (13429471.159253806 3761098.4810126964),5778523153.580064,31.95833333,120.625,3.609,22.477
P100000121049,Zhangjiagang Rongsheng Special Steel Co Ltd,Zhangjiagang Rongsheng Steel-Making Co Ltd,E100000126489,Zhangjiagang Free Trade Zone Qiande Investment Co Ltd [37.0%]; Huasheng Holdings (Hong Kong) Co Ltd [25.0%]; Hengde International Co Ltd [14.3%]; Jiangsu Shagang Group Co Ltd [11.1%]; unknown [6.5%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [3.4%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [2.7%],E100000127986 [37.0%]; E100000130575 [25.0%]; E100000125940 [14.3%]; E100000122410 [11.1%]; E100000132388 [6.5%]; E100000124037 [3.4%]; E100000124038 [2.7%],Jiangsu,China,Asia Pacific,23,,753,operating,10571,31.985496,120.644565,POINT (13430091.542775996 3761406.9023032263),5778523153.580064,31.95833333,120.625,4.177,22.477
P100000121084,Zhejiang Tsingshan Iron and Steel Co Ltd,Zhejiang TSINGSHAN IRON&STEEL Co Ltd,E100000127353,unknown [32.4%]; TSINGSHAN Holding Group Co Ltd [30.0%]; Shanghai Decent Investment (Group) Co Ltd [23.0%]; Zhejiang Qingshan Business Management Co Ltd [8.6%]; natural person(s) [6.0%],E100000132388 [32.4%]; E100000128088 [30.0%]; E100000128090 [23.0%]; E100000128539 [8.6%]; E100000123261 [6.0%],Zhejiang,China,Asia Pacific,23,,502,operating,500,28.136096,120.380401,POINT (13400684.94081008 3266143.242343007),1195110580.909999,28.125,120.375,1.524,20.902
P100000120408,Zhejiang Wantai Special Steel Co Ltd,Zhejiang Wantai Special Steel Co Ltd,E100000126443,Zhejiang Wantai Special Steel Co Ltd [100.0%],E100000126443 [100.0%],Zhejiang,China,Asia Pacific,22,,257,operating,1200,30.944342,120.971803,POINT (13466519.510304203 3625523.0001494233),3208888731.268896,30.95833333,120.95833333,2.355,21.889
P100000120129,Zhongpu Handan Iron and Steel Co Ltd,Zhongpu (Handan) Iron and Steel Co Ltd,E100000126142,Longxiang Group (Hong Kong) [66.8%]; Hebei Puyang Industrial Group Co Ltd [33.2%],E100000126000 [66.8%]; E100000124068 [33.2%],Hebei,China,Asia Pacific,22,2003,1722,operating,1500,36.721376,113.910271,POINT (12680433.363843797 4400341.026713387),296202759.7826058,36.70833333,113.875,4.324,19.507
P100000120209,Zhongxin Iron and Steel Group Co Ltd,Zhongxin Iron and Steel Group Co Ltd,E100000123218,Zhongxin Iron and Steel Group Co Ltd [100.0%],E100000123218 [100.0%],Jiangsu,China,Asia Pacific,22,,6043,operating,5400,34.368618,118.31556,POINT (13170827.892121006 4078406.467621136),2852869883.3872247,34.375,118.29166667,2.796,21.772
P100000120346,Zhongye Dongfang Jiangsu Heavy Industry Co Ltd,BERIS Jiangsu Heavy Industry Co Ltd,E100000127120,Jiangsu Feida Co Ltd [65.0%]; Metallurgical Corporation of China Ltd [18.0%]; natural person(s) [15.0%]; unknown [2.0%],E100000127415 [65.0%]; E100000125333 [18.0%]; E100000123261 [15.0%]; E100000132388 [2.0%],Jiangsu,China,Asia Pacific,16,,,operating,2000,32.104319,119.792126,POINT (13335198.467363667 3777011.9200226916),178113102.28059617,32.125,119.79166667,2.719,18.998
P100000120086,Zhuhai Yueyufeng Iron and Steel Co Ltd,Zhuhai Yueyufeng IRON&STEEL Co Ltd,E100000126731,Golden Bell Enterprises Ltd [41.5%]; Xuan Gang International Trading (HK) Co Ltd [41.5%]; Yinglong Industrial Co Ltd [16.9%],E100001010239 [41.5%]; E100001010246 [41.5%]; E100000130634 [16.9%],Guangdong,China,Asia Pacific,23,2002,1871,operating,3051,21.96092,113.198718,POINT (12601223.64621137 2506833.8603165178),2524762539.6796427,22.125,113.20833333,19.735,21.649
P100000120419,TZMS Třinecké železárny Trinec steel plant,TRINECKÉ ZELEZÁRNY AS,E100001011644,Minerfin AS,E100001016230,Moravia-Silesia,Czech Republic,Europe,186,1839,6000,operating,1500,49.689053,18.654557,POINT (2076615.7862140972 6392598.433429089),293.8831668379416,39.29166667,73.625,6332.413,5.687
P100001045209,Al Gioshy Steel Ain Sokhna plant,AlGioshy Steel SAE,E100002007869,AlGioshy Steel SAE [100.0%],E100002007869 [100.0%],Suez,Egypt,Africa,10,2015,,operating,500,29.6752173,32.3028163,POINT (3595933.061704658 3461869.998891339),54845.716740088894,23.875,68.20833333,4061.97,10.912
P100000120446,Al-Ezz Dekheila Steel Alexandria plant,Al Ezz Dekheila Steel Company Alexandria SAE,E100000130693,Al Ezz Dekheila Steel Company Alexandria SAE [100.0%],E100000130693 [100.0%],Alexandria,Egypt,Africa,39,1986,2000,operating,3200,31.123467,29.80987,POINT (3318419.5490136817 3648794.08576186),54845.716740088894,23.875,68.20833333,4370.416,10.912
P100000121213,Delta Steel Mill Al Qalyubia plant,Delta Steel Company Ltd,E100000130783,Premium Steel and Mines Ltd [100.0%],E100000131157 [100.0%],Al-Qalyubia,Egypt,Africa,78,1947,2500,operating,500,30.11843,31.281264,POINT (3482214.3798499596 3518782.0172956157),54845.716740088894,23.875,68.20833333,4184.162,10.912
P100000120443,Egyptian American Steel Rolling Company Sadat City plant,Egyptian American Steel Rolling Company SAE,E100000131072,Beshay Steel; National Service Products Organization,E100000131009; E100002006462,Menofia,Egypt,Africa,27,1998,1750,operating,1200,30.389174,30.571894,POINT (3403247.672665936 3553673.2640721216),54845.716740088894,23.875,68.20833333,4268.296,10.912
P100000120445,Egyptian Sponge Iron and Steel Company Sadat City plant,Egyptian Sponge Iron & Steel Company SAE,E100000131010,National Service Products Organization [24.0%]; Beshay Steel,E100002006462 [24.0%]; E100000131009,Menofia,Egypt,Africa,17,2008,1750,operating,3000,30.393079,30.58773,POINT (3405010.5281221378 3554177.2133285087),54845.716740088894,23.875,68.20833333,4266.662,10.912
P100000120450,Egyptian Steel Ain Sokhna plant,Egyptian Steel Group,E100000130995,Al Ezz Dekheila Steel Company Alexandria SAE [18.0%]; National Service Project Organization,E100000130693 [18.0%]; E100000131084,Suez,Egypt,Africa,7,2018,700,operating,600,29.64769,32.2789,POINT (3593270.7113669985 3458343.5895117493),54845.716740088894,23.875,68.20833333,4063.964,10.912
P100000120451,Egyptian Steel Beni Suef plant,Egyptian Steel Group,E100000130995,Al Ezz Dekheila Steel Company Alexandria SAE [18.0%]; National Service Project Organization,E100000130693 [18.0%]; E100000131084,Beni Suef,Egypt,Africa,9,2016,700,operating,600,29.15243,31.24911,POINT (3478635.012942993 3395061.300514341),54845.716740088894,23.875,68.20833333,4166.39,10.912
P100000120447,Ezz Flat Steel Ain Sokhna plant,Al Ezz Flat Steel Company SAE,E100000130961,Ezz Steel Co [64.1%]; unknown [35.9%],E100000130695 [64.1%]; E100000132388 [35.9%],Suez,Egypt,Africa,27,1998,2000,operating,3900,29.692045,32.322117,POINT (3598081.605800611 3464026.2018910632),54845.716740088894,23.875,68.20833333,4060.241,10.912
P100000120448,Ezz Steel Rebar Sadat City plant,Ezz Steel Co,E100000130695,Ezz Steel Co [100.0%],E100000130695 [100.0%],Menofia,Egypt,Africa,31,1994,2000,operating,1000,30.382179,30.563029,POINT (3402260.825380053 3552770.593541619),54845.716740088894,23.875,68.20833333,4269.092,10.912
P100000120449,Suez Steel Solb Misr Attaka plant,Suez Steel Company SAE,E100000130838,LITAT Holding Co Ltd,E100001016170,Suez,Egypt,Africa,25,2000,2200,operating,2100,29.923176,32.466587,POINT (3614163.9326355155 3493678.6519557475),54845.716740088894,23.875,68.20833333,4049.845,10.912
P100000120469,Outokumpu Tornio steel plant,Outokumpu Stainless AB,E100000130889,Solidium Oy [15.5%]; small shareholder(s),E100001016231 [15.5%]; E100001015587,Lapland,Finland,Europe,49,1976,1700,operating,1200,65.767115,24.176472,POINT (2691312.5522178365 9813396.758578219),39476.332703073494,40.04166667,74.04166667,7431.733,10.583
P100000120470,Ovako Imatra steel plant,Ovako AB,E100000130940,Sanyo Special Steel Co Ltd,E100000130712,Imatra,Finland,Europe,90,1935,600,operating,575,61.149466,28.798774,POINT (3205864.8571505663 8660223.864593249),69838.97000546272,39.95833333,73.95833333,6301.958,11.154
P100000120472,ArcelorMittal Dunkerque steel plant,ArcelorMittal Atlantique et Lorraine SAS,E100001000487,ArcelorMittal Atlantique et Lorraine SAS [100.0%],E100001000487 [100.0%],Haus-de-France,France,Europe,62,1963,3200,operating,6750,51.041274,2.292948,POINT (255249.80377545505 6628597.86538363),293.8831668379416,39.29166667,73.625,8156.736,5.687
P100000120473,ArcelorMittal Méditerranée Fos sur Mer steel plant,ArcelorMittal Méditerranée SAS,E100000002454,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Provence-Alpes-Côte d'Azur,France,Europe,51,1974,2500,operating,2550,43.43283,4.887166,POINT (544036.8305421995 5378086.764215258),54845.716740088894,23.875,68.20833333,7527.005,10.912
P100000121234,Ascometal Hagondange steel plant,Ascometal France Holding SAS,E100001013039,Swiss Steel Holding AG [100.0%],E100000130745 [100.0%],Moselle,France,Europe,113,1912,,operating,825,49.241492,6.152631,POINT (684907.7499589097 6315937.316732401),293.8831668379416,39.29166667,73.625,7669.74,5.687
P100000120474,Celsa France Boucau steel plant,Celsa France SAS,E100001010273,Anchorage Capital Advisors LP; Anchorage Capital Group LLC; Attestor Services Ltd; Deutsche Bank AG; GoldenTree Asset Management LP; Midwood Holdings LLC,E100002003621; E100002003627; E100002003626; E100000136992; E100002003622; E100002003624,Nouvelle-Aquitaine,France,Europe,60,1965,265,operating,1200,43.529693,-1.500971,POINT (-167087.32741547065 5392947.226579281),54845.716740088894,23.875,68.20833333,8201.551,10.912
P100000120476,LME Trith-Saint-Léger steel plant,Lamines Marchands Europeens SA,E100000130815,Beltrame Holding SpA [73.7%]; unknown [26.3%],E100001016199 [73.7%]; E100000132388 [26.3%],Hauts-de-France,France,Europe,150,1875,576,operating,820,50.3292,3.490913,POINT (388606.657563619 6503483.883756848),293.8831668379416,39.29166667,73.625,7998.825,5.687
P100000120481,Riva Alpa Gargenville steel plant,ALPA - Aciéries et Laminoirs de Paris SAS,E100001010374,Riva Forni Elettrici SpA,E100000131000,Île-de-France,France,Europe,51,1974,186,operating,700,48.983515,1.76245,POINT (196195.036548605 6272064.697177638),293.8831668379416,39.29166667,73.625,8140.694,5.687
P100000120480,Riva Iton Seine Bonnieres Sur Seine steel plant,Iton Seine SAS,E100001010373,Riva Forni Elettrici SpA,E100000131000,Île-de-France,France,Europe,109,1916,186,operating,550,49.033678,1.561022,POINT (173772.17415709747 6280577.779169138),293.8831668379416,39.29166667,73.625,8164.307,5.687
P100000120478,Riva Sam Montereau steel plant,Sam Montereau SAS,E100000130821,Riva Forni Elettrici SpA,E100000131000,Île-de-France,France,Europe,52,1973,186,operating,720,48.387211,2.981091,POINT (331853.5321284107 6171516.409413772),293.8831668379416,39.29166667,73.625,7989.092,5.687
P100000120479,Riva Sam Neuves-Maisons steel plant,Societe des Aciers d'Armature pour le Beton SAS,E100001010370,Riva Forni Elettrici SpA,E100000131000,Grand Est,France,Europe,153,1872,328,operating,850,48.611482,6.111864,POINT (680369.5882777402 6209193.307959298),293.8831668379416,39.29166667,73.625,7653.305,5.687
P100000120477,Saarstahl Ascoval Saint-Saulve steel plant,Saarstahl AG,E100001010067,Montan-Stiftung-Saar [74.9%]; unknown [26.1%],E100001016169 [74.9%]; E100000132388 [26.1%],Hauts-de-France,France,Europe,50,1975,300,operating,730,50.398171,3.561712,POINT (396487.966192292 6515519.737888004),293.8831668379416,39.29166667,73.625,7993.762,5.687
P100000120426,ArcelorMittal Bremen steel plant,ArcelorMittal Bremen GmbH,E100001000494,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Bremen,Germany,Europe,68,1957,3100,operating,2000,53.133305,8.688193,POINT (967165.2206736839 7007693.903993433),293.8831668379416,39.29166667,73.625,7569.069,5.687
P100000120425,ArcelorMittal Eisenhüttenstadt steel plant,ArcelorMittal Eisenhüttenstadt GmbH,E100000002453,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Brandenburg,Germany,Europe,75,1950,2700,operating,1200,52.168649,14.623473,POINT (1627877.5679891848 6830676.988130636),293.8831668379416,39.29166667,73.625,6885.634,5.687
P100000120427,ArcelorMittal Hamburg steel plant,ArcelorMittal Hamburg GmbH,E100001000498,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Hamburg,Germany,Europe,56,1969,530,operating,1100,53.522601,9.900749,POINT (1102146.3371520124 7080256.120683266),293.8831668379416,39.29166667,73.625,7462.472,5.687
P100000120435,Benteler Steel Tube Lingen plant,Benteler Steel/Tube GmbH,E100000130998,Benteler International AG,E100000130970,Lower Saxony,Germany,Europe,51,1974,260,operating,650,52.467622,7.317169,POINT (814543.5271283267 6885123.188421513),293.8831668379416,39.29166667,73.625,7680.203,5.687
P100000120434,CSN Stahlwerk Thüringen Unterwellenborn steel plant,Stahlwerk Thueringen GmbH,E100000130808,Companhia Siderúrgica Nacional SA [100.0%],E100001000652 [100.0%],Thuringia,Germany,Europe,147,1878,700,operating,1100,50.654574,11.43745,POINT (1273211.1099735268 6560417.824248249),293.8831668379416,39.29166667,73.625,7152.088,5.687
P100000120438,Deutsche Edelstahlwerke steel plant,Deutsche Edelstahlwerke GmbH,E100000130769,Deutsche Edelstahlwerke GmbH [100.0%],E100000130769 [100.0%],North Rhine-Westphalia,Germany,Europe,98,1927,800,operating,600,50.922844,8.024006,POINT (893228.2620421718 6607657.050923372),293.8831668379416,39.29166667,73.625,7531.916,5.687
P100000120436,ESF Elbe Stahlwerke Feralpi Riesa plant,ESF Elbe-Stahlwerke Feralpi GmbH,E100000130892,Feralpi Holding SpA,E100000130894,Saxony,Germany,Europe,33,1992,313,operating,1400,51.3128,13.280386,POINT (1478365.8070581192 6676812.05466708),293.8831668379416,39.29166667,73.625,6984.687,5.687
P100001045310,Georgsmarienhütte Osnabrück steel plant,Georgsmarienhuette GmbH,E100002008008,Georgsmarienhütte Holding GmbH [100.0%],E100002008127 [100.0%],Lower Saxony,Germany,Europe,169,1856,,operating,650,52.2122334,8.0420724,POINT (895239.4044906395 6838591.321083935),293.8831668379416,39.29166667,73.625,7589.826,5.687
P100000120429,Kehler Baden Steel Works,Badische Stahlwerke GmbH,E100000130777,Südwest Beteiligungen GmbH,E100001016239,Baden-Württemberg,Germany,Europe,70,1955,850,operating,2500,48.595058,7.821633,POINT (870700.2027318648 6206428.455545735),293.8831668379416,39.29166667,73.625,7465.953,5.687
P100000120437,Lech Stahlwerke Meitingen steel plant,Lech Stahlwerke GmbH,E100000130786,Max Aicher Stahl AG [92.6%]; unknown,E100001016216 [92.6%]; E100000132388,Bavaria,Germany,Europe,55,1970,800,operating,1400,48.512051,10.855292,POINT (1208405.5778522964 6192468.605523682),293.8831668379416,39.29166667,73.625,7132.103,5.687
P100000120430,Riva Brandenburg Electric Steel Works,BES Brandenburger Elektrostahlwerke GmbH,E100000130812,unknown [6.0%]; Riva Forni Elettrici SpA,E100000132388 [6.0%]; E100000131000,Brandenburg,Germany,Europe,113,1912,860,operating,1800,52.402617,12.496135,POINT (1391063.3850840037 6873253.7330743),293.8831668379416,39.29166667,73.625,7124.372,5.687
P100000120431,Riva Hennigsdorfer Electric Steel Works,HES Hennigsdorfer Elektrostahlwerke GmbH,E100000130897,unknown [6.0%]; Riva Forni Elettrici SpA,E100000132388 [6.0%]; E100000131000,Brandenburg,Germany,Europe,108,1917,670,operating,1000,52.650903,13.212683,POINT (1470829.1435729421 6918683.685495616),293.8831668379416,39.29166667,73.625,7061.955,5.687
P100000120433,Salzgitter Peiner Träger Peine steel plant,Peiner Traeger GmbH,E100000130858,Salzgitter AG,E100001010315,Lower Saxony,Germany,Europe,167,1858,,operating,1000,52.313935,10.258482,POINT (1141968.9925519626 6857089.19346318),293.8831668379416,39.29166667,73.625,7358.048,5.687
P100000120489,Sentuo Steel Tema plant,Sentuo Steel Ltd,E100000131177,Fugian Overseas Chinese Industrial Group Corp [74.0%]; Social Security and National Insurance Trust (Ghana) [26.0%],E100001012490 [74.0%]; E100001012491 [26.0%],Greater Accra,Ghana,Africa,10,2015,1400,operating,800,5.670032010618004,0.0158561829466604,POINT (1765.1022115472238 632217.8286709454),64633.832128563045,23.625,68.20833333,7869.787,11.077
P100000121196,Hellenic Halyvourgia Velestino steel plant,Hellenic Halyvourgia SA,E100001012056,Hellenic Halyvourgia SA [100.0%],E100001012056 [100.0%],Thessaly,Greece,Europe,62,1963,,operating,700,39.38588,22.80745,POINT (2538913.7202930474 4777097.2691385085),54845.716740088894,23.875,68.20833333,5449.781,10.912
P100000120493,Sidenor Steel Industry Thessaloniki plant,Sidenor Steel Industry SA,E100000130974,Viohalco SA,E100000131005,Macedonia,Greece,Europe,63,1962,439,operating,800,40.704458,22.816542,POINT (2539925.83710334 4968846.535676345),603655.6002061085,27.125,69.54166667,5513.866,13.311
P100000120492,Sovel Almyros steel plant,Sovel SA,E100000130767,Viohalco SA [28.6%],E100000131005 [28.6%],Thessaly,Greece,Europe,24,2001,583,operating,1350,39.169632,22.840216,POINT (2542561.21472838 4745999.1106564235),54845.716740088894,23.875,68.20833333,5434.834,10.912
P100000120494,AG Sidegua Masagua steel plant,Corporación AG SA,E100001010295,Fundacion Jose Luis Gabriel; Industrial Assets Fund LP,E100002016465; E100002016466,Escuintla,Guatemala,Central & South America,31,1994,1080,operating,500,14.232007,-90.815444,POINT (-10109528.982245052 1600847.62287007),64633.832128563045,23.625,68.20833333,17737.02,11.077
P100001045296,Action Ispat and Power Jharsuguda steel plant,Action Ispat and Power Pvt Ltd,E100002007999,Action Ispat and Power Pvt Ltd [100.0%],E100002007999 [100.0%],Odisha,India,Asia Pacific,,,,operating,375,21.839759,83.982227,POINT (9348858.74532511 2492297.226055581),645075019.3542067,21.875,83.95833333,4.994,20.285
P100001025815,Adhunik Metaliks Kuanrmunda steel plant,Adhunik Metaliks Ltd,E100001000387,natural person(s) [36.1%]; small shareholder(s) [28.8%]; Mahanada Suppliers Pvt Ltd [22.6%]; Sunrwoth Stocks Pvt Ltd [12.5%],E100000123261 [36.1%]; E100001015587 [28.8%]; E100001016502 [22.6%]; E100001016503 [12.5%],Odisha,India,Asia Pacific,22,,1500,operating,500,22.308371,84.763584,POINT (9435839.00869287 2548589.3465482667),721177173.7528095,22.29166667,84.79166667,3.716,20.396
P100000120513,ArcelorMittal Nippon Steel Hazira Plant,ArcelorMittal Nippon Steel India Ltd,E100000002455,ArcelorMittal SA [60.0%]; Nippon Steel Corp [40.0%],E100000000687 [60.0%]; E100000000652 [40.0%],Gujarat,India,Asia Pacific,30,1995,7000,operating,9600,21.112377,72.647304,POINT (8087060.888784148 2405283.3998870635),3529225319.3115263,21.125,72.625,2.904,21.984
P100000120568,Arjas Steel Tadipatri plant,Arjas Steel Pvt Ltd,E100000130841,ADV Partners Holdings Ltd,E100001016284,Andhra Pradesh,India,Asia Pacific,13,,1800,operating,334,14.873471,78.048425,POINT (8688310.928217003 1674622.4264079414),216622786.99645334,14.875,78.04166667,0.773,19.194
P100000120564,Atibir Industries Bhorandiha steel plant,Atibir Industries Co Ltd,E100000131001,Sribir Group of Companies,E100001016293,Jharkhand,India,Asia Pacific,16,2009,,operating,1350,24.145239,86.334999,POINT (9610768.126317782 2771116.127329203),510655890.86209947,24.125,86.375,5.091,20.051
P100000120512,BMM Ispat Danapur steel plant,BMM Ispat Ltd,E100001000460,JSW Projects Ltd [58.5%]; natural person(s) [41.5%],E100001011472 [58.5%]; E100000123261 [41.5%],Karnataka,India,Asia Pacific,19,2006,300,operating,2208,15.16972,76.37971,POINT (8502550.424137905 1708767.5566347723),326466748.184155,15.20833333,76.375,4.485,19.604
P100001045282,Crest Steel and Power Mangatta Steel Plant,Crest Steel and Power Pvt Ltd,E100002007975,Atha Group [47.5%]; Ghanashyam Misra & Sons Pvt Ltd [47.5%],E100000134289 [47.5%]; E100002000372 [47.5%],Chhattisgarh,India,Asia Pacific,,,2500,operating,130,21.190313,81.19922,POINT (9039055.823210994 2414585.900942756),1306781871.7744355,21.20833333,81.20833333,2.379,20.991
P100000120534,Electrosteel Bokaro steel plant,ESL Steel Ltd,E100000130900,Vedanta Ltd [95.5%]; small shareholder(s) [4.5%],E100001000479 [95.5%]; E100001015587 [4.5%],Jharkhand,India,Asia Pacific,19,2006,8895,operating,1500,23.632907,86.293671,POINT (9606167.514402278 2708739.6037428854),1365011682.389793,23.625,86.29166667,0.986,21.034
P100000121207,Electrosteel Castings Srikalahasthi Steel Plant,Electrosteel Castings Ltd,E100001012391,Electrosteel Castings Ltd [100.0%],E100001012391 [100.0%],Andhra Pradesh,India,Asia Pacific,31,1994,,operating,1350,13.717188,79.630588,POINT (8864436.507728962 1541790.0847454644),142335900.08133274,13.70833333,79.625,1.19,18.774
P100000121195,Evonith Metallics Wardha Steel Plant,Evonith Metallics Ltd,E100001012096,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],E100001016196 [55.7%]; E100001016198 [44.3%],Maharashtra,India,Asia Pacific,31,1994,423,operating,1350,20.704605,78.620293,POINT (8751970.982777972 2356690.54267556),428413959.05805874,20.70833333,78.625,0.687,19.876
P100000121236,Evonith Value Steel Wardha Steel Plant,Evonith Metallics Ltd,E100001012096,Nithia Capital Resources Advisors LLP [55.7%]; AB CarVal Investors LP [44.3%],E100001016196 [55.7%]; E100001016198 [44.3%],Maharashtra,India,Asia Pacific,55,1970,898,operating,1080,20.696412,78.638548,POINT (8754003.120082403 2355715.55794354),428413959.05805874,20.70833333,78.625,2.071,19.876
