Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude_plant,Longitude_plant,geometry,environmental_indicator,Latitude_station,Longitude_station,distance_km,environmental_indicator_log
P100000120399,Lishui Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd,E100000127001,Huahong Iron and Steel Products Co Ltd [100.0%],E100000127001 [100.0%],Zhejiang,China,Asia Pacific,23,,181,operating,1200,28.090098,119.519509,POINT (13304850.881742079 3260337.8423122996),468805622.32278705,28.125,119.54166667,5.048,19.966
P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,Liuzhou IRON&STEEL Co Ltd,E100000123902,Liuzhou IRON&STEEL Co Ltd [100.0%],E100000123902 [100.0%],Guangxi,China,Asia Pacific,25,2000,9566,operating,9458,24.385304,109.37963,POINT (12176084.71475667 2800429.862448567),21236255107.045433,24.375,109.375,1.361,23.779
P100000120382,Liyang Baorun Steel Co Ltd,Liyang Baorun Steel Co Ltd,E100000126811,Jiangsu Delong Nickel Industry Co Ltd [100.0%],E100000126498 [100.0%],Jiangsu,China,Asia Pacific,2,2023,178,operating,2760,31.471123,119.485941,POINT (13301114.109075129 3694085.7720920416),5294448729.56292,31.45833333,119.45833333,3.497,22.39
P100000120335,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,E100000126425,Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],E100000128540 [70.0%]; E100000128084 [30.0%],Sichuan,China,Asia Pacific,6,,32,operating,2000,28.851779,105.70509,POINT (11767036.793057155 3356794.314984095),20271489.796361625,28.875,105.70833333,2.974,16.825
P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,E100000126132,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],E100000124790 [48.0%]; E100000000155 [45.5%]; E100000132388 [6.5%],Shanxi,China,Asia Pacific,40,1985,2132,operating,1400,37.47311,112.06093,POINT (12474565.665420674 4505258.997846559),1570081181.240564,37.45833333,112.04166667,2.982,21.174
P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,E100000123737,Maanshan Iron & Steel Co Ltd [100.0%],E100000123737 [100.0%],Anhui,China,Asia Pacific,72,1953,12221,operating,15480,31.698884,118.468194,POINT (13187819.031278746 3723849.05156596),14161932205.740225,31.70833333,118.45833333,1.653,23.374
P100000120190,Nanjing Iron and Steel Co Ltd,Nanjing Iron & Steel Co Ltd,E100000123506,Nanjing Iron & Steel Co Ltd [100.0%],E100000123506 [100.0%],Jiangsu,China,Asia Pacific,67,1958,4839,operating,10000,32.200797,118.746315,POINT (13218779.319377663 3789697.3103301874),11508667093.45597,32.20833333,118.70833333,4.343,23.166
P100000120165,Nanyang Hanye Special Steel Co Ltd,Nanyang Hanye SPECIAL STREET Co Ltd,E100000126908,Henan Longcheng Group Co Ltd [100.0%],E100000127544 [100.0%],Henan,China,Asia Pacific,22,2003,3375,operating,3000,33.269324,111.534635,POINT (12415978.774013627 3931107.0258357725),313551485.3556643,33.29166667,111.54166667,3.076,19.563
P100000120400,Ningbo Haoyang New Materials Techonology Co Ltd,Ningbo Haoyang New MATERIALS Techonology Co Ltd,E100000126616,Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],E100000126616 [100.0%],Zhejiang,China,Asia Pacific,14,,400,operating,500,30.267113,121.052503,POINT (13475502.993211221 3537931.144979163),4420088191.603954,30.20833333,121.04166667,7.669,22.209
P100000120305,Ningbo Iron and Steel Co Ltd,Ningbo Iron & Steel Co Ltd,E100000126299,Hang Zhou Iron & Steel Co Ltd [100.0%],E100000127605 [100.0%],Zhejiang,China,Asia Pacific,23,,2979,operating,3999,29.918776,121.876423,POINT (13567221.348065615 3493113.522455293),7787131930.195617,29.875,121.875,5.623,22.776
P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,E100000127269,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],E100000127604 [79.0%]; E100000123261 [21.0%],Ningxia,China,Asia Pacific,67,1958,944,operating,1800,37.503054,105.078348,POINT (11697268.192758398 4509459.924300264),21396075.606333133,37.54166667,105.04166667,6.786,16.879
P100000121052,Ningxia Jianlong Special Steel Co Ltd,Ningxia Jianlong Special Steel Co Ltd,E100000126270,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],Ningxia,China,Asia Pacific,13,,2249,operating,3500,39.215452,106.688294,POINT (11876486.561683064 4752580.379466007),698923464.9402945,39.20833333,106.70833333,2.454,20.365
P100000121080,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,E100000126790,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],Sichuan,China,Asia Pacific,36,,2950,operating,669,31.763517,104.761441,POINT (11661990.266889574 3732308.432185066),2578998262.3683743,31.79166667,104.79166667,4.991,21.671
P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,E100000123187,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],Sichuan,China,Asia Pacific,60,1965,8939,operating,5900,26.565265,101.673737,POINT (11318268.629889218 3069261.558456572),9319315191.657978,26.54166667,101.70833333,4.843,22.955
P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,E100000126957,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],Sichuan,China,Asia Pacific,14,,2624,operating,3900,27.74799,102.20517,POINT (11377427.48083996 3217238.0873055337),146825967.31663737,27.70833333,102.20833333,5.0,18.805
P100000120387,Panshi Jianlong Iron and Steel Co Ltd,Jilinheng Precision Casting Technology Co Ltd,E100000125133,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],Jilin,China,Asia Pacific,16,,2090,operating,1100,43.196537,126.00063,POINT (14026325.97123167 5341934.788450161),10768816.011382872,43.20833333,126.04166667,4.911,16.192
P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,Anyuan Iron & Steel Co Ltd,E100000127352,Beijing Fangda International Industrial Investment Group Co Ltd [60.9%]; unknown [21.5%]; Jiangxi Pxsteel Industrial Co Ltd [10.3%]; Gongqingcheng Huaershun Investment Center LP [7.3%],E100000128862 [60.9%]; E100000132388 [21.5%]; E100000123335 [10.3%]; E100000124737 [7.3%],Jiangxi,China,Asia Pacific,71,1954,7234,operating,2650,27.64555,113.902126,POINT (12679526.666591287 3204358.8060719515),7940031421.185044,27.625,113.875,3.973,22.795
P100000120206,Posco Zhangjiagang Stainless Steel Co Ltd,Posco (Zhangjiagang) Stainless Steel Co Ltd,E100001010128,POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],E100000000953 [82.5%]; E100000125940 [6.6%]; E100000122410 [5.1%]; E100000132388 [3.0%]; E100000124037 [1.5%]; E100000124038 [1.2%],Jiangsu,China,Asia Pacific,30,,1794,operating,1100,31.980237,120.571455,POINT (13421952.9748041 3760716.7057691766),5052871258.0219145,31.95833333,120.54166667,4.388,22.343
P100000120110,Qian an Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd,E100000123190,Qian'an City Jiujiang Wire Co Ltd [100.0%],E100000123190 [100.0%],Hebei,China,Asia Pacific,23,2002,13145,operating,5729,39.952209,118.559444,POINT (13197976.934813632 4858999.850047454),1205952791.2560177,39.95833333,118.54166667,2.17,20.911
P100000120100,Qian an Zhayi Steel Group Co Ltd,Qian'an Zhayi Steel Group Co Ltd,E100001010697,Qian'an Zhayi Steel Group Co Ltd [100.0%],E100001010697 [100.0%],Hebei,China,Asia Pacific,21,2004,16,operating,1500,40.044026,118.552001,POINT (13197148.383843658 4872342.081869919),722897426.2393645,40.04166667,118.54166667,1.2,20.399
P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,E100000127314,Citic Pacific Special Steel Group Co Ltd [100.0%],E100000128047 [100.0%],Shandong,China,Asia Pacific,12,2013,4660,operating,2950,35.6296,119.722335,POINT (13327429.368781714 4249773.868531035),431849713.01466113,35.625,119.70833333,1.681,19.884
P100000120372,Qinhuangdao Baigong Steel Co Ltd,Qinhuangdao Baigong Steel Co Ltd,E100000126741,Tangshan Universal Industrial Development Co Ltd [100.0%],E100000128122 [100.0%],Hebei,China,Asia Pacific,19,2006,2680,operating,2260,39.748773,118.819472,POINT (13226923.119365629 4829501.535813244),1644959560.7920702,39.70833333,118.79166667,6.621,21.221
P100000120152,Qinhuangdao Hongxing Iron and Steel Co Ltd,Qinhuangdao Hongxing Iron & Steel Co Ltd,E100000126509,Qinhuangdao Hongxing Iron & Steel Co Ltd [100.0%],E100000126509 [100.0%],Hebei,China,Asia Pacific,23,2002,4000,operating,3450,39.700721,118.871477,POINT (13232712.289484331 4822546.704857047),853581286.6142415,39.70833333,118.875,1.169,20.565
P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],Shandong,China,Asia Pacific,22,,5973,operating,11300,35.16535,119.366672,POINT (13287837.144727705 4186374.3138035326),784949051.4879102,35.20833333,119.375,5.928,20.481
P100000120222,Rizhao Steel Yingkou Medium Plate Co Ltd,Rizhao Steel Yingkou Medium Plate Co Ltd,E100000126377,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],Liaoning,China,Asia Pacific,23,,507,operating,5500,40.671136,122.395441,POINT (13624998.167538159 4963954.646869741),1444886964.8755352,40.70833333,122.375,5.916,21.091
P100000120076,Sansteel Minguang Co Ltd Fujian plant,Sansteel Minguang Co Ltd Fujian,E100000123167,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],Fujian,China,Asia Pacific,24,2001,7421,operating,6799,26.261109,117.614709,POINT (13092809.51567905 3031456.5171257737),3154692864.404899,26.29166667,117.625,3.963,21.872
P100000120084,SGIS Songshan Co Ltd,SGIS Songshan Co Ltd,E100001010583,SGIS Songshan Co Ltd [100.0%],E100001010583 [100.0%],Guangdong,China,Asia Pacific,28,1997,5503,operating,8698,24.708232,113.635898,POINT (12649890.301196374 2839949.827110861),2904267538.2436757,24.70833333,113.625,1.213,21.789
P100000121056,Shaanxi Hanzhong Iron & Steel Group Company,Shaanxi Hanzhong Iron & Steel Group Co,E100000127041,Shaanxi Hanzhong Iron & Steel Group Co [100.0%],E100000127041 [100.0%],Shaanxi,China,Asia Pacific,25,,3019,operating,700,33.132446,106.657646,POINT (11873074.84192923 3912897.178978439),554486726.9337088,33.125,106.625,3.767,20.134
P100000120237,Shaanxi Huaxin Special Steel Group Co Ltd,Shaanxi Huaxin Special Steel Group Co Ltd,E100000126275,Shaanxi Huaxin Special Steel Group Co Ltd [100.0%],E100000126275 [100.0%],Shaanxi,China,Asia Pacific,24,,91,operating,600,34.523278,109.986042,POINT (12243590.1898076 4099283.773694232),179102021.36746305,34.54166667,109.95833333,3.961,19.003
P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,E100000123194,Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],E100001000403 [95.9%]; E100000132388 [4.1%],Shaanxi,China,Asia Pacific,18,,9947,operating,3800,35.618466,110.575788,POINT (12309240.414224971 4248249.083785696),1050556946.8883605,35.625,110.54166667,3.902,20.773
P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,E100000126391,Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],E100000128286 [52.1%]; E100000124716 [18.6%]; E100000128251 [17.6%]; E100000130261 [11.1%]; E100000132388 [0.5%],Shaanxi,China,Asia Pacific,22,,1859,operating,1350,33.323678,106.167206,POINT (11818479.310864577 3938346.0352108693),32314098.785076372,33.29166667,106.20833333,6.256,17.291
P100000120235,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,Shangang Group Hanzhong Iron & Steel Co Ltd,E100000123197,Shaanxi Coal and Chemical Industry Co Ltd [85.8%]; Hanzhong Investment Holding Group Co Ltd [8.9%]; unknown [5.3%],E100001000403 [85.8%]; E100000124716 [8.9%]; E100000132388 [5.3%],Shaanxi,China,Asia Pacific,16,,3560,operating,3000,33.133192,106.671859,POINT (11874657.025851877 3912996.347557026),686629951.6960833,33.125,106.70833333,4.204,20.347
P100000120162,Shagang Group Anyang Yongxing Special Steel Co Ltd,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,E100000126826,Hengde International Co Ltd [27.4%]; Jiangsu Shagang Group Co Ltd [21.3%]; Zhangjiagang Free Trade Zone Rongrun Trade Co Ltd [16.8%]; unknown [12.4%]; Zhangjiagang Free Trade Zone Qianxing Investment Trade Co Ltd [10.5%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [6.4%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [5.2%],E100000125940 [27.4%]; E100000122410 [21.3%]; E100000128493 [16.8%]; E100000132388 [12.4%]; E100000128710 [10.5%]; E100000124037 [6.4%]; E100000124038 [5.2%],Henan,China,Asia Pacific,32,1993,2020,operating,2600,36.143573,114.149964,POINT (12707115.866550509 4320394.821233099),3691623504.775808,36.125,114.125,3.778,22.029
P100000120249,Shandong Fulun Iron and Steel Co Ltd,Fulun Iron & Steel Co Ltd,E100000126317,Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],E100000128405 [93.3%]; E100000132388 [6.7%],Shandong,China,Asia Pacific,22,,3095,operating,2700,36.308447,117.540425,POINT (13084540.258624962 4343146.627597284),792299266.5563575,36.29166667,117.54166667,2.322,20.49
P100000121150,Shandong Iron and Steel Co Ltd Laiwu Branch Aishan Street,Shandong Iron and Steel Co Ltd,E100000126101,Shandong Iron and Steel Co Ltd [100.0%],E100000126101 [100.0%],Shandong,China,Asia Pacific,4,2021,14822,operating,3850,36.087717,117.827927,POINT (13116544.83486701 4312697.818254594),1723461254.4344203,36.125,117.79166667,6.533,21.268
P100000120312,Shandong Iron and Steel Group Rizhao Co Ltd,Shandong IRON&STEEL Group Rizhao Co Ltd,E100000126308,Shandong Iron and Steel Co Ltd [50.6%]; Shandong Iron and Steel Group Co Ltd [34.0%]; Shandong Guohui Investment Co Ltd [9.7%]; Shandong Caixin Asset Operation Co Ltd [4.9%]; unknown [0.8%],E100000126101 [50.6%]; E100000124598 [34.0%]; E100000124585 [9.7%]; E100000124453 [4.9%]; E100000132388 [0.8%],Shandong,China,Asia Pacific,17,,5696,operating,8500,35.188969,119.383723,POINT (13289735.253365224 4189591.0213138936),784949051.4879102,35.20833333,119.375,2.811,20.481
P100000120414,Shandong Iron and Steel Group Yongfeng Lingang Co Ltd,Shandong Iron & Steel Group Yongfeng Lingang Corp,E100000123195,Qihe Zhongxin Investment Co Ltd [47.2%]; Shandong Iron and Steel Group Co Ltd [28.4%]; Yongfeng Group Co Ltd [12.2%]; Shandong Guohui Investment Co Ltd [8.1%]; Shandong Caixin Asset Operation Co Ltd [4.1%],E100000124596 [47.2%]; E100000124598 [28.4%]; E100000124595 [12.2%]; E100000124585 [8.1%]; E100000124453 [4.1%],Shandong,China,Asia Pacific,4,,1341,operating,5400,35.137061,119.068319,POINT (13254624.640691059 4182522.821156899),238915176.01580334,35.125,119.04166667,3.391,19.292
P100000120248,Shandong Luli Steel Co Ltd,Shandong Luli Steel Co Ltd,E100000126856,Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],E100000127670 [49.0%]; E100000132388 [39.6%]; E100000123261 [11.4%],Shandong,China,Asia Pacific,32,1993,2369,operating,1400,36.970875,118.955444,POINT (13242059.45316777 4435047.91500549),309288577.011094,36.95833333,118.95833333,1.777,19.55
P100000120247,Shandong Shouguang Juneng Special Steel Co Ltd,Shandong Shouguang Juneng SPECIAL Steel Co Ltd,E100000127078,natural person(s) [44.4%]; unknown [15.3%]; Shouguang Zhirun Investment Co Ltd [13.4%]; Shouguang Shengda Investment Co Ltd [10.4%]; Shouguang Shanyue Qingfeng Economic and Trade Co Ltd [8.3%]; Shouguang Zhitao Trading Co Ltd [3.2%]; Shouguang Xingchen Dahai Trading Co Ltd [2.5%]; Shouguang Yunxin Economic and Trade Co Ltd [2.5%],E100000123261 [44.4%]; E100000132388 [15.3%]; E100000127633 [13.4%]; E100000127634 [10.4%]; E100000128411 [8.3%]; E100000128412 [3.2%]; E100000128414 [2.5%]; E100000128413 [2.5%],Shandong,China,Asia Pacific,23,,2953,operating,2850,36.939125,118.785598,POINT (13223152.282934494 4430624.990635897),1440684200.7685635,36.95833333,118.79166667,2.76,21.088
P100000120210,Shanghai Meishan Iron and Steel Co Ltd,Shanghai Meishan Iron & Steel Co Ltd,E100000122373,Baoshan Iron & Steel Co Ltd [77.0%]; China Development Bank Corp [9.1%]; The China Orient Asset Management Co Ltd [7.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [6.8%],E100000122571 [77.0%]; E100001001051 [9.1%]; E100000123243 [7.0%]; E100000000238 [6.8%],Jiangsu,China,Asia Pacific,56,1969,5051,operating,7600,31.902969,118.61667,POINT (13204347.30399377 3750580.528958675),3051454698.510215,31.875,118.625,3.782,21.839
P100000120268,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,E100000123199,Shanxi Gaoyi Steel Co Ltd [100.0%],E100000123199 [100.0%],Shanxi,China,Asia Pacific,28,1997,38876,operating,2700,35.586841,111.258436,POINT (12385232.441976016 4243919.244374128),2190467911.060826,35.625,111.29166667,6.402,21.507
P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,E100000123200,Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],E100000123200 [100.0%],Shanxi,China,Asia Pacific,26,,15,operating,2300,35.701895,110.786826,POINT (12332733.056923002 4259679.733090144),250634379.58227268,35.70833333,110.79166667,1.034,19.34
P100000120406,Shanxi Huaqiang Iron and Steel Co Ltd,Shanxi HUAQIANG Iron and Steel Co Ltd,E100000126753,Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],E100000126753 [100.0%],Shanxi,China,Asia Pacific,22,,49,operating,1350,35.670848,111.378887,POINT (12398640.985961558 4255424.572539016),402152281.1129497,35.70833333,111.375,5.156,19.812
P100000120267,Shanxi Huaxinyuan Steel and Iron Group Co Ltd,Hejin Huaxinyuan Steel & Iron Co Ltd,E100000126638,Hejin Huaxinyuan Steel & Iron Co Ltd [100.0%],E100000126638 [100.0%],Shanxi,China,Asia Pacific,23,,716,operating,1150,35.605506,110.652056,POINT (12317730.529148791 4246474.498381468),1208145259.4777637,35.625,110.625,4.025,20.912
P100000120274,Shanxi Jianlong Industrial Co Ltd,Shanxi Jianlong Industrial Co Ltd,E100000126936,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],Shanxi,China,Asia Pacific,25,,6775,operating,4750,35.417405,111.303919,POINT (12390295.586375767 4220750.491022991),384406160.84900844,35.45833333,111.29166667,5.756,19.767
P100000120316,Shanxi Jinnan Iron and Steel Group Co Ltd,Shanxi Jinnan Iron and Steel Group Co Ltd,E100000123202,Shanxi Jinnan Holding Group Co Ltd [100.0%],E100000123828 [100.0%],Shanxi,China,Asia Pacific,12,,1010,operating,4800,35.678541,111.51465,POINT (12413754.053990124 4256478.785803382),162446633.34105244,35.70833333,111.54166667,5.072,18.906
P100000120308,Shanxi Meijin Iron and Steel Co Ltd Dongyu Town,Shanxi Meijin Iron and Steel Co Ltd,E100000126886,Meijin Energy Group Co Ltd [50.0%]; China New Energy Group Ltd [48.0%]; unknown [2.0%],E100000123821 [50.0%]; E100001010236 [48.0%]; E100000132388 [2.0%],Shanxi,China,Asia Pacific,22,,743,operating,1700,37.571354,112.229791,POINT (12493363.185955517 4519048.229493314),1679834580.032344,37.54166667,112.20833333,4.805,21.242
P100000120258,Shanxi Taigang Stainless Steel Co Ltd,Shanxi Taigang Stainless Steel Co Ltd,E100000122948,Shanxi Taigang Stainless Steel Co Ltd [100.0%],E100000122948 [100.0%],Shanxi,China,Asia Pacific,27,,17434,operating,12460,37.931488,112.539321,POINT (12527819.90794076 4569751.880890207),24668432523.352684,37.95833333,112.54166667,3.798,23.929
P100000120264,Shanxi Tongcai Industry and Trade Co Ltd,ShanXi TongCai Industry and Trade Co Ltd,E100000123203,Shanxi Jianbang Group Co Ltd [51.4%]; natural person(s) [48.6%],E100000123840 [51.4%]; E100000123261 [48.6%],Shanxi,China,Asia Pacific,23,2002,2073,operating,2780,35.694321,111.429381,POINT (12404261.952329675 4258641.522375023),747390169.8949468,35.70833333,111.45833333,3.752,20.432
P100000121087,Shanxi Tongde Xinghua Special Steel Co Ltd,Shanxi Tongde Xinghua Special Steel Co Ltd,E100000127073,Shanxi State-Owned Capital Investment and Operation Co Ltd [28.7%]; Datong Qijun Trading Co Ltd [26.0%]; Tianjin Bohai Runde Steel Group Co Ltd [25.0%]; China Cinda Asset Management Co Ltd [14.8%]; Jinneng Holding Group Co Ltd [3.2%]; unknown [2.3%],E100000001663 [28.7%]; E100000128383 [26.0%]; E100000128384 [25.0%]; E100000123329 [14.8%]; E100000001543 [3.2%]; E100000132388 [2.3%],Shanxi,China,Asia Pacific,20,,3140,operating,2500,40.183517,113.305462,POINT (12613106.33393661 4892646.416827508),353310074.948443,40.20833333,113.29166667,3.929,19.683
P100000120261,Shanxi Xintai Iron and Steel Co Ltd,Shanxi Xintai Iron & Steel Co Ltd,E100000127010,Shanxi Antai Holding Group Co Ltd [100.0%],E100000127791 [100.0%],Shanxi,China,Asia Pacific,20,,1729,operating,3000,37.075017,111.985148,POINT (12466129.651769377 4449568.354274437),4334687658.950084,37.04166667,111.95833333,5.527,22.19
P100000120271,Shanxi Zhongsheng Iron and Steel Co Ltd,Shanxi Zhongsheng Iron and Steel Co Ltd,E100000127019,Shanxi Zhongsheng Iron and Steel Co Ltd [100.0%],E100000127019 [100.0%],Shanxi,China,Asia Pacific,19,,104,operating,1350,35.727776,111.330122,POINT (12393212.490993025 4263228.131670729),224177109.58702946,35.70833333,111.29166667,5.043,19.228
P100000120259,Shanxi Zhongyang Iron and Steel Co Ltd,Shanxi Zhongyang Iron & Steel Co Ltd,E100000122988,Shanxi Zhongyang Iron & Steel Co Ltd [100.0%],E100000122988 [100.0%],Shanxi,China,Asia Pacific,20,,7019,operating,3600,37.370796,111.161118,POINT (12374399.051770996 4490917.7663771),320338051.3482251,37.375,111.125,4.064,19.585
P100000120246,Shiheng Special Steel Group Co Ltd,Shiheng SPECIAL Steel Group Co Ltd,E100000123204,Shiheng Special Steel Holding Group Co Ltd [54.7%]; Hong Kong Wing Tai Holdings [22.0%]; unknown [15.9%]; Trade Union Committee of Shiheng Special Steel Group [7.4%],E100000124166 [54.7%]; E100000126043 [22.0%]; E100000132388 [15.9%]; E100000126042 [7.4%],Shandong,China,Asia Pacific,25,,7337,operating,4650,36.229201,116.533981,POINT (12972503.425033016 4332205.08013791),1341653440.6361408,36.20833333,116.54166667,3.004,21.017
P100000120322,Shijiazhuang Iron and Steel Co Ltd Special Steel Branch,Shijiazhuang Iron and Steel Co Ltd,E100001000929,HBIS Group Co Ltd [74.7%]; HBIS International Holdings Ltd [24.9%]; unknown [0.4%],E100000124529 [74.7%]; E100000130636 [24.9%]; E100000132388 [0.4%],Hebei,China,Asia Pacific,5,2020,8216,operating,2000,38.075008,114.033043,POINT (12694100.28036747 4590027.353247218),1532287958.3060682,38.04166667,114.04166667,4.811,21.15
P100000121074,Shiyan Yunyang District Rongfeng Iron and Steel Co Ltd,Yun County Rongfeng Rolling Mill Factory,E100000127356,Yun County Rongfeng Rolling Mill Factory [100.0%],E100000127356 [100.0%],Hubei,China,Asia Pacific,14,2011,196,operating,700,32.738598,110.793269,POINT (12333450.288402181 3860658.3986323755),2868377109.874325,32.70833333,110.79166667,4.009,21.777
P100000120275,Shougang Changzhi Iron and Steel Co Ltd,Shougang Changzhi IRON& Steel Co Ltd,E100000127139,Beijing State-owned Capital Management Center [90.0%]; Changzhi State-owned Industry Asset Operation Co Ltd [10.0%],E100000000158 [90.0%]; E100000128277 [10.0%],Shanxi,China,Asia Pacific,29,,7130,operating,3600,36.356404,113.060809,POINT (12585871.686555563 4349773.48307874),2449438562.2978115,36.375,113.04166667,3.339,21.619
P100000121067,Shougang Guiyang Special Steel Co Ltd,Shougang Guiyang SPECIAL Steel Co Ltd,E100000126164,Beijing State-owned Capital Management Center [70.0%]; Guizhou Qiansheng State-Owned Assets Management Co Ltd [29.7%]; unknown [0.3%],E100000000158 [70.0%]; E100000124909 [29.7%]; E100000132388 [0.3%],Guizhou,China,Asia Pacific,67,1958,1166,operating,600,26.873592,106.73215,POINT (11881368.589271294 3107687.597234026),264952407.92503846,26.875,106.70833333,2.657,19.395
P100000120106,Shougang Jingtang United Iron and Steel Co Ltd,Shougang Jingtang United Iron & Steel Co Ltd,E100000121927,Beijing Shougang Co Ltd [100.0%],E100000124355 [100.0%],Hebei,China,Asia Pacific,20,2005,9332,operating,13700,38.953664,118.50339,POINT (13191737.032076707 4715036.509801002),102371633.8710309,38.95833333,118.54166667,4.313,18.444
P100000120107,Shougang Qian an Iron and Steel Co Ltd,Beijing Shougang Co Ltd,E100000124355,Beijing Shougang Co Ltd [100.0%],E100000124355 [100.0%],Hebei,China,Asia Pacific,23,2002,5564,operating,6300,39.976702,118.558788,POINT (13197903.909227675 4862557.254996361),1205952791.2560177,39.95833333,118.54166667,3.279,20.911
P100000120096,Shougang Shuicheng Iron and Steel Group Co Ltd,Shougang Shuicheng Iron & Steel (Group) Co Ltd,E100000128137,Beijing State-owned Capital Management Center [61.1%]; China Huarong Asset Management Co Ltd [16.2%]; China Cinda Asset Management Co Ltd [13.2%]; unknown [9.6%],E100000000158 [61.1%]; E100000123273 [16.2%]; E100000123329 [13.2%]; E100000132388 [9.6%],Guizhou,China,Asia Pacific,59,1966,6691,operating,3501,26.595229,104.877413,POINT (11674900.21087585 3072991.3419592204),2917021785.146939,26.625,104.875,3.716,21.794
