Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude,Longitude
P100000120205,Jiangyin Huaxi Iron and Steel Co Ltd,Jiangyin Huaxi Steel Co Ltd,E100000126810,Wuxi Zhongbang Equity Investment Partnership LP [77.8%]; Jiangsu Huaxi Group Co Ltd [22.2%],E100000128531 [77.8%]; E100000128532 [22.2%],Jiangsu,China,Asia Pacific,23,,1356,operating,1500,31.816482,120.424347
P100000120347,Jiangyin Xicheng Steel Co Ltd,Jiangyin Xicheng Steel Co Ltd,E100000126191,Jiangsu Xicheng Sanlian Holding Group Co Ltd [100.0%],E100000128049 [100.0%],Jiangsu,China,Asia Pacific,28,,641,operating,720,31.892299,120.198394
P100000120191,Jiangyin Xingcheng Special Steel Works Co Ltd,Jiangyin Xingcheng SPECIAL Steel Works Co Ltd,E100000126701,Citic Pacific Special Steel Group Co Ltd [100.0%],E100000128047 [100.0%],Jiangsu,China,Asia Pacific,32,1993,7192,operating,5900,31.950191,120.328449
P100000120159,Jianlong Beiman Special Steel Co Ltd,Jianlong Beiman SPECIAL Steel Co Ltd,E100000126721,Beijing Jianlong Investment Co Ltd [81.3%]; unknown [12.9%]; Shengjing Bank Co Ltd [2.6%]; China Bohai Bank Co Ltd [1.3%]; Liaoshen Bank Co Ltd [0.4%]; Hua Xia Bank Co Ltd [0.4%]; China Merchants Bank Co Ltd [0.4%]; SDIC Capital Co Ltd [0.3%]; Everbright Financial Investment Co Ltd [0.2%]; Everbright Securities Co Ltd [0.1%]; Jingmen City Construction Investment Holding Group Co Ltd [0.0%]; Beijing Jiatai Hengye Investment Co Ltd [0.0%]; Jiangsu Yueda Group Co Ltd [0.0%]; Xinzheng TEDA Investment Co Ltd [0.0%]; Credit Suisse AG [0.0%]; Beijing Hongliheng Consulting Co Ltd [0.0%]; China Development Bank Corp [0.0%]; Hongtai Hengye Investment Co Ltd [0.0%]; Beijing Dongrunjuxiangshuwu Co Ltd [0.0%]; Guardian Investment HOLDINGS Co Ltd [0.0%]; Jiangsu Xinhong Investment Partnership LP [0.0%]; Yongjin Industry (Group) Co Ltd [0.0%]; Jiangsu Century New Town Investment Holding Group Co Ltd [0.0%]; Beijing Wudou Trading Co Ltd [0.0%]; Yunnan State Owned Financial Capital Holding Group Co Ltd [0.0%]; Shanghai Nanometer Venture Investment Co Ltd [0.0%]; Wuhan Huabing Real Estate Co Ltd [0.0%]; Beijing Zhijin Technology Investment Co Ltd [0.0%]; Beijing Tiandi Runda Advertising Co Ltd [0.0%]; Boao Investment Co Ltd [0.0%]; Wuhan Jiaxinghe Real Estate Co Ltd [0.0%]; Wuhan Xindi Chuangjia Decoration Engineering Co Ltd [0.0%]; Shenzhen Hehao Investment Co Ltd [0.0%],E100000000155 [81.3%]; E100000132388 [12.9%]; E100000128856 [2.6%]; E100000128854 [1.3%]; E100000128865 [0.4%]; E100000124791 [0.4%]; E100000125400 [0.4%]; E100000128914 [0.3%]; E100000130450 [0.2%]; E100000128906 [0.1%]; E100000128975 [0.0%]; E100000129039 [0.0%]; E100000124399 [0.0%]; E100000130613 [0.0%]; E100001010237 [0.0%]; E100000129026 [0.0%]; E100001001051 [0.0%]; E100000130527 [0.0%]; E100000129097 [0.0%]; E100000128949 [0.0%]; E100000129076 [0.0%]; E100000129020 [0.0%]; E100000129077 [0.0%]; E100000129040 [0.0%]; E100000129019 [0.0%]; E100000129021 [0.0%]; E100000129162 [0.0%]; E100000129022 [0.0%]; E100000129027 [0.0%]; E100000130617 [0.0%]; E100000129164 [0.0%]; E100000129163 [0.0%]; E100000129125 [0.0%],Heilongjiang,China,Asia Pacific,68,1957,3728,operating,2570,47.191285,123.616512
P100000120158,Jianlong Xilin Iron and Steel Co Ltd,Jianlong Xilin Iron and Steel Co Ltd,E100000127058,Beijing Jianlong Investment Co Ltd [87.6%]; unknown [12.4%],E100000000155 [87.6%]; E100000132388 [12.4%],Heilongjiang,China,Asia Pacific,59,1966,4789,operating,4200,47.495036,129.287919
P100000120215,Jilin Jianlong Steel Co Ltd,Jilin Jianlong Steel Co Ltd,E100000125308,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],Jilin,China,Asia Pacific,24,,4253,operating,2700,44.011951,126.537086
P100000120218,Jilin Jingang Iron and Steel Co Ltd,Jilin Jingang Lron and Steel Co Ltd,E100000127125,Jilin Jingang Lron and Steel Co Ltd [100.0%],E100000127125 [100.0%],Jilin,China,Asia Pacific,46,1979,2025,operating,1500,43.20023,124.335697
P100000120217,Jilin Xinda Iron and Steel Co Ltd,JiLin Province Xinda Steel Co Ltd,E100000123181,Hengjin Huitong Asset Management (Beijing) Co Ltd [60.0%]; natural person(s) [18.7%]; Jilin Tianpeng Industrial Co Ltd [17.2%]; unknown [4.1%],E100000123534 [60.0%]; E100000123261 [18.7%]; E100000123535 [17.2%]; E100000132388 [4.1%],Jilin,China,Asia Pacific,18,,2300,operating,1350,42.3249,125.246892
P100000120373,Jinan Iron and Steel Group Co Ltd,Jinan Iron & Steel Group Co Ltd,E100000126505,Jinan Iron & Steel Group Co Ltd [100.0%],E100000126505 [100.0%],Hebei,China,Asia Pacific,3,2022,1379,operating,2700,36.718952,114.111677
P100000120273,Jincheng Fusheng Iron and Steel Co Ltd,Jincheng FUSHENG Iron & Steel Co Ltd,E100000127056,Shanxi Jincheng Steel Holdings Group Co Ltd [60.0%]; natural person(s) [40.0%],E100000123830 [60.0%]; E100000123261 [40.0%],Shanxi,China,Asia Pacific,23,,,operating,4600,35.662985,112.882395
P100000120132,Jinding Heavy Industry Co Ltd,Jinding Heavy Industries Co Ltd,E100000126942,CSCEC Rongdong Investment Holding Co Ltd [90.0%]; Fang TongZhou Holding Co Ltd [8.0%]; unknown [2.0%],E100000128793 [90.0%]; E100000128301 [8.0%]; E100000132388 [2.0%],Hebei,China,Asia Pacific,30,1995,3151,operating,3000,36.718952,114.111677
P100000120120,Jingye Iron and Steel Co Ltd,Jingye Iron and Steel Co Ltd,E100000126115,Jingye Group Co Ltd [100.0%],E100000124668 [100.0%],Hebei,China,Asia Pacific,29,1996,9685,operating,6400,38.391372,114.139998
P100000120175,Jingzhou Qunli Metal Products Co Ltd,Jingzhou Qunli Metal Products Co Ltd,E100000127098,Jingzhou Chuhang Special Steel Products Co Ltd [30.0%]; Jingzhou Daren Metal Products Co Ltd [30.0%]; Jingzhou Youyuan Metal Products Co Ltd [30.0%]; natural person(s) [5.2%]; unknown [4.8%],E100000128128 [30.0%]; E100000128129 [30.0%]; E100000128130 [30.0%]; E100000123261 [5.2%]; E100000132388 [4.8%],Hubei,China,Asia Pacific,26,1999,580,operating,1000,30.3505,112.353782
P100000120276,Jinye Iron and Steel Group Co Ltd,Jinye Steel Group Co Ltd,E100000126800,Jinye Steel Group Co Ltd [100.0%],E100000126800 [100.0%],Shanxi,China,Asia Pacific,22,,215,operating,950,36.148131,113.209523
P100000120083,Jiugang Group Yuzhong Iron and Steel Co Ltd,Jiugang Group Yuzhong Iron & Steel Co Ltd,E100000126330,Gansu Jiu Steel Group Hongxing Iron and Steel Co Ltd [100.0%],E100000127239 [100.0%],Gansu,China,Asia Pacific,22,2003,2097,operating,4000,36.033646,104.035535
P100000120213,Jiujiang Pinggang Iron and Steel Co Ltd,JiuJiang PXSteel Co Ltd,E100000123182,Beijing Fangda International Industrial Investment Group Co Ltd [60.9%]; unknown [21.5%]; Jiangxi Pxsteel Industrial Co Ltd [10.3%]; Gongqingcheng Huaershun Investment Center LP [7.3%],E100000128862 [60.9%]; E100000132388 [21.5%]; E100000123335 [10.3%]; E100000124737 [7.3%],Jiangxi,China,Asia Pacific,14,,6045,operating,4700,29.778431,116.27527
P100000120254,Laiwu Iron and Steel Group Yinshan Section Steel Co Ltd,Laiwu Steel Yinshan Section Co Ltd,E100000126374,Shandong Iron and Steel Group Co Ltd [70.0%]; Shandong Guohui Investment Co Ltd [20.0%]; Shandong Caixin Asset Operation Co Ltd [10.0%],E100000124598 [70.0%]; E100000124585 [20.0%]; E100000124453 [10.0%],Shandong,China,Asia Pacific,22,,4449,operating,5001,36.106143,117.820108
P100000120344,Lanxin Steel Group Co Ltd plant,Gaolan County Lanxin Steel Co Ltd,E100000126506,Gaolan County Lanxin Steel Co Ltd [100.0%],E100000126506 [100.0%],Gansu,China,Asia Pacific,24,2001,2584,operating,1100,36.488866,103.922
P100000120181,Lengshuijiang Steel Co Ltd,Lengshuijiang Iron and Steel Co Ltd,E100000126341,Lengshuijiang Xingbo Enterprise Management Co Ltd [49.6%]; unknown [28.6%]; Shanghai Baoke Enterprise Development Co Ltd [15.0%]; Shanghai Zhenchang Metal Resources Group Co Ltd [5.4%]; Shanghai Zhenchang Waste and Scrap Metal Recycling Co Ltd [1.4%],E100000128565 [49.6%]; E100000132388 [28.6%]; E100000127514 [15.0%]; E100000128282 [5.4%]; E100000127515 [1.4%],Hunan,China,Asia Pacific,67,1958,3059,operating,3000,27.690401,111.437288
P100000120192,Lianfeng Steel Zhangjiagang Co Ltd,Lianfeng Steel (Zhangjiagang) Co Ltd,E100000126766,"Sirida (Hong Kong) Group Co Ltd [42.7%]; Zhangjiagang Yongrun Investment Development Co Ltd [18.5%]; Suzhou Yongyuan Holding Co Ltd [14.5%]; Yonglian Village Stock Economic Cooperative, Nanfeng Town, Zhangjiagang City [9.3%]; unknown [4.3%]; Hengde International Co Ltd [3.4%]; Zhangjiagang Yongfeng Investment Development Co Ltd [3.2%]; Jiangsu Shagang Group Co Ltd [2.7%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [0.8%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [0.6%]",E100000130645 [42.7%]; E100000128818 [18.5%]; E100000128947 [14.5%]; E100000130337 [9.3%]; E100000132388 [4.3%]; E100000125940 [3.4%]; E100000128820 [3.2%]; E100000122410 [2.7%]; E100000124037 [0.8%]; E100000124038 [0.6%],Jiangsu,China,Asia Pacific,23,,4746,operating,6720,31.855205,120.730505
P100000121078,Lianyungang Huale Alloy Group Co Ltd,Lianyungang Huale Alloy Group Co Ltd,E100000127135,Lianyungang Huale Alloy Group Co Ltd [100.0%],E100000127135 [100.0%],Jiangsu,China,Asia Pacific,16,,214,operating,621,34.607964,119.447626
P100000120197,Lianyungang Xingxin Iron and Steel Co Ltd,Lianyungang Xingxin Iron and Steel Co Ltd,E100000123183,Lianyungang Xingxin Iron and Steel Co Ltd [100.0%],E100000123183 [100.0%],Jiangsu,China,Asia Pacific,22,,2801,operating,3000,34.38381,119.786878
P100000120348,Lianyungang Yaxin Iron and Steel Co Ltd,Lianyungang Yaxin Iron and Steel Co Ltd,E100000126647,Lianyungang Yaxin Iron and Steel Co Ltd [100.0%],E100000126647 [100.0%],Jiangsu,China,Asia Pacific,16,,3092,operating,3000,34.423786,119.778311
P100000120333,Liaoyang United Steel Co Ltd,Liaoyang United Steel Co Ltd,E100000126207,Liaoyang United Steel Co Ltd [100.0%],E100000126207 [100.0%],Liaoning,China,Asia Pacific,6,,1753,operating,2300,41.19138,122.877311
P100000121051,Liaoyang Xinyi Special Steel Co Ltd,Liaoyang Xinyi Special Steel Co Ltd,E100000126978,Liaoyang Xinyi Special Steel Co Ltd [100.0%],E100000126978 [100.0%],Liaoning,China,Asia Pacific,17,,245,operating,500,41.225003,122.970488
P100000120269,Licheng Taihang Iron and Steel Co Ltd,Licheng Taihang Iron & Steel Co Ltd,E100000126125,Licheng Taihang Iron & Steel Co Ltd [100.0%],E100000126125 [100.0%],Shanxi,China,Asia Pacific,25,,1985,operating,1700,36.472303,113.344155
P100000120225,Lingyuan Iron and Steel Co Ltd,Lingyuan Iron & Steel Co Ltd,E100000126754,Lingyuan Iron & Steel Co Ltd [100.0%],E100000126754 [100.0%],Liaoning,China,Asia Pacific,31,,6452,operating,5994,41.271048,119.41374
P100000120330,Linyi Iron and Steel Investment Group Co Ltd,Linyi Iron and Steel Investment Group Co Ltd,E100000123322,Linyi Investment Development Co Ltd [74.4%]; Gangfa International [16.7%]; Shandong Caixin Asset Operation Co Ltd [8.3%]; unknown [0.7%],E100000000234 [74.4%]; E100000125831 [16.7%]; E100000124453 [8.3%]; E100000132388 [0.7%],Shandong,China,Asia Pacific,6,,16,operating,3400,35.15735,119.133999
P100000120399,Lishui Huahong Iron and Steel Products Co Ltd,Huahong Iron and Steel Products Co Ltd,E100000127001,Huahong Iron and Steel Products Co Ltd [100.0%],E100000127001 [100.0%],Zhejiang,China,Asia Pacific,23,,181,operating,1200,28.090098,119.519509
P100000120092,Liuzhou Iron and Steel Co Ltd Liuzhou Base,Liuzhou IRON&STEEL Co Ltd,E100000123902,Liuzhou IRON&STEEL Co Ltd [100.0%],E100000123902 [100.0%],Guangxi,China,Asia Pacific,25,2000,9566,operating,9458,24.385304,109.37963
P100000120382,Liyang Baorun Steel Co Ltd,Liyang Baorun Steel Co Ltd,E100000126811,Jiangsu Delong Nickel Industry Co Ltd [100.0%],E100000126498 [100.0%],Jiangsu,China,Asia Pacific,2,2023,178,operating,2760,31.471123,119.485941
P100000120335,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,Luzhou Xinyang Vanadium Titanium Steel Co Ltd,E100000126425,Luzhou Chengkun Industry Co Ltd [70.0%]; Sichuan Luzhou Jiangyang Iron and Steel Co Ltd [30.0%],E100000128540 [70.0%]; E100000128084 [30.0%],Sichuan,China,Asia Pacific,6,,32,operating,2000,28.851779,105.70509
P100000120260,Lvliang Jianlong Industrial Co Ltd,Lvliang Jianlong Industrial Co Ltd,E100000126132,China Great Wall Asset Management Co Ltd [48.0%]; Beijing Jianlong Investment Co Ltd [45.5%]; unknown [6.5%],E100000124790 [48.0%]; E100000000155 [45.5%]; E100000132388 [6.5%],Shanxi,China,Asia Pacific,40,1985,2132,operating,1400,37.47311,112.06093
P100000120069,Maanshan Iron and Steel Co Ltd,Maanshan Iron & Steel Co Ltd,E100000123737,Maanshan Iron & Steel Co Ltd [100.0%],E100000123737 [100.0%],Anhui,China,Asia Pacific,72,1953,12221,operating,15480,31.698884,118.468194
P100000120190,Nanjing Iron and Steel Co Ltd,Nanjing Iron & Steel Co Ltd,E100000123506,Nanjing Iron & Steel Co Ltd [100.0%],E100000123506 [100.0%],Jiangsu,China,Asia Pacific,67,1958,4839,operating,10000,32.200797,118.746315
P100000120165,Nanyang Hanye Special Steel Co Ltd,Nanyang Hanye SPECIAL STREET Co Ltd,E100000126908,Henan Longcheng Group Co Ltd [100.0%],E100000127544 [100.0%],Henan,China,Asia Pacific,22,2003,3375,operating,3000,33.269324,111.534635
P100000120400,Ningbo Haoyang New Materials Techonology Co Ltd,Ningbo Haoyang New MATERIALS Techonology Co Ltd,E100000126616,Ningbo Haoyang New MATERIALS Techonology Co Ltd [100.0%],E100000126616 [100.0%],Zhejiang,China,Asia Pacific,14,,400,operating,500,30.267113,121.052503
P100000120305,Ningbo Iron and Steel Co Ltd,Ningbo Iron & Steel Co Ltd,E100000126299,Hang Zhou Iron & Steel Co Ltd [100.0%],E100000127605 [100.0%],Zhejiang,China,Asia Pacific,23,,2979,operating,3999,29.918776,121.876423
P100000120232,Ningxia Iron and Steel Group Co Ltd,Ningxia Iron and Steel (Group) Co Ltd,E100000127269,Ningxia Haofeng Weiye Steel Co Ltd [79.0%]; natural person(s) [21.0%],E100000127604 [79.0%]; E100000123261 [21.0%],Ningxia,China,Asia Pacific,67,1958,944,operating,1800,37.503054,105.078348
P100000121052,Ningxia Jianlong Special Steel Co Ltd,Ningxia Jianlong Special Steel Co Ltd,E100000126270,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],Ningxia,China,Asia Pacific,13,,2249,operating,3500,39.215452,106.688294
P100000121080,Pangang Group Jiangyou Changcheng Special Steel Co Ltd,Pan Gang Group Sichuan Changcheng Special Steel Co Ltd,E100000126790,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],Sichuan,China,Asia Pacific,36,,2950,operating,669,31.763517,104.761441
P100000120277,Pangang Group Panzhihua Steel Vanadium Co Ltd,Panzhihua Steel Group Panzhihua Steel Vanadium Co Ltd,E100000123187,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],Sichuan,China,Asia Pacific,60,1965,8939,operating,5900,26.565265,101.673737
P100000120278,Pangang Group Xichang Steel and Vanadium Co Ltd,Pangang Group Xichang Steel and Vanadium Co Ltd,E100000126957,Ansteel Group Co Ltd [100.0%],E100000124667 [100.0%],Sichuan,China,Asia Pacific,14,,2624,operating,3900,27.74799,102.20517
P100000120387,Panshi Jianlong Iron and Steel Co Ltd,Jilinheng Precision Casting Technology Co Ltd,E100000125133,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],Jilin,China,Asia Pacific,16,,2090,operating,1100,43.196537,126.00063
P100000120212,Pingxiang Pinggang Anyuan Iron and Steel Co Ltd,Anyuan Iron & Steel Co Ltd,E100000127352,Beijing Fangda International Industrial Investment Group Co Ltd [60.9%]; unknown [21.5%]; Jiangxi Pxsteel Industrial Co Ltd [10.3%]; Gongqingcheng Huaershun Investment Center LP [7.3%],E100000128862 [60.9%]; E100000132388 [21.5%]; E100000123335 [10.3%]; E100000124737 [7.3%],Jiangxi,China,Asia Pacific,71,1954,7234,operating,2650,27.64555,113.902126
P100000120206,Posco Zhangjiagang Stainless Steel Co Ltd,Posco (Zhangjiagang) Stainless Steel Co Ltd,E100001010128,POSCO Holdings Inc [82.5%]; Hengde International Co Ltd [6.6%]; Jiangsu Shagang Group Co Ltd [5.1%]; unknown [3.0%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [1.5%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [1.2%],E100000000953 [82.5%]; E100000125940 [6.6%]; E100000122410 [5.1%]; E100000132388 [3.0%]; E100000124037 [1.5%]; E100000124038 [1.2%],Jiangsu,China,Asia Pacific,30,,1794,operating,1100,31.980237,120.571455
P100000120110,Qian an Jiujiang Wire Co Ltd,Qian'an City Jiujiang Wire Co Ltd,E100000123190,Qian'an City Jiujiang Wire Co Ltd [100.0%],E100000123190 [100.0%],Hebei,China,Asia Pacific,23,2002,13145,operating,5729,39.952209,118.559444
P100000120100,Qian an Zhayi Steel Group Co Ltd,Qian'an Zhayi Steel Group Co Ltd,E100001010697,Qian'an Zhayi Steel Group Co Ltd [100.0%],E100001010697 [100.0%],Hebei,China,Asia Pacific,21,2004,16,operating,1500,40.044026,118.552001
P100000120239,Qingdao Special Iron and Steel Co Ltd,Qingdao Special Iron and Steel Co Ltd,E100000127314,Citic Pacific Special Steel Group Co Ltd [100.0%],E100000128047 [100.0%],Shandong,China,Asia Pacific,12,2013,4660,operating,2950,35.6296,119.722335
P100000120372,Qinhuangdao Baigong Steel Co Ltd,Qinhuangdao Baigong Steel Co Ltd,E100000126741,Tangshan Universal Industrial Development Co Ltd [100.0%],E100000128122 [100.0%],Hebei,China,Asia Pacific,19,2006,2680,operating,2260,39.748773,118.819472
P100000120152,Qinhuangdao Hongxing Iron and Steel Co Ltd,Qinhuangdao Hongxing Iron & Steel Co Ltd,E100000126509,Qinhuangdao Hongxing Iron & Steel Co Ltd [100.0%],E100000126509 [100.0%],Hebei,China,Asia Pacific,23,2002,4000,operating,3450,39.700721,118.871477
P100000120240,Rizhao Steel Holding Group Co Ltd,Rizhao Steel Holding Group Co Ltd,E100000123983,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],Shandong,China,Asia Pacific,22,,5973,operating,11300,35.16535,119.366672
P100000120222,Rizhao Steel Yingkou Medium Plate Co Ltd,Rizhao Steel Yingkou Medium Plate Co Ltd,E100000126377,Jinghua Rigang Holding Group Co Ltd [98.8%]; unknown [1.2%],E100000124688 [98.8%]; E100000132388 [1.2%],Liaoning,China,Asia Pacific,23,,507,operating,5500,40.671136,122.395441
P100000120076,Sansteel Minguang Co Ltd Fujian plant,Sansteel Minguang Co Ltd Fujian,E100000123167,Fujian Metallurgical Holding Co Ltd [53.4%]; unknown [46.6%],E100000124862 [53.4%]; E100000132388 [46.6%],Fujian,China,Asia Pacific,24,2001,7421,operating,6799,26.261109,117.614709
P100000120084,SGIS Songshan Co Ltd,SGIS Songshan Co Ltd,E100001010583,SGIS Songshan Co Ltd [100.0%],E100001010583 [100.0%],Guangdong,China,Asia Pacific,28,1997,5503,operating,8698,24.708232,113.635898
P100000121056,Shaanxi Hanzhong Iron & Steel Group Company,Shaanxi Hanzhong Iron & Steel Group Co,E100000127041,Shaanxi Hanzhong Iron & Steel Group Co [100.0%],E100000127041 [100.0%],Shaanxi,China,Asia Pacific,25,,3019,operating,700,33.132446,106.657646
P100000120237,Shaanxi Huaxin Special Steel Group Co Ltd,Shaanxi Huaxin Special Steel Group Co Ltd,E100000126275,Shaanxi Huaxin Special Steel Group Co Ltd [100.0%],E100000126275 [100.0%],Shaanxi,China,Asia Pacific,24,,91,operating,600,34.523278,109.986042
P100000120234,Shaanxi Longmen Steel Co Ltd,Shaanxi LONG MEN IRON&STEEL Co Ltd,E100000123194,Shaanxi Coal and Chemical Industry Co Ltd [95.9%]; unknown [4.1%],E100001000403 [95.9%]; E100000132388 [4.1%],Shaanxi,China,Asia Pacific,18,,9947,operating,3800,35.618466,110.575788
P100000120236,Shaanxi Lueyang Iron and Steel Co Ltd,Shaanxi Lueyang Iron and Steel Co Ltd,E100000126391,Shanghai Lingtuo Enterprise Management Center LP [52.1%]; Hanzhong Investment Holding Group Co Ltd [18.6%]; DongLing Group Incorporated Co [17.6%]; Lueyang County Economic and Trade Bureau [11.1%]; unknown [0.5%],E100000128286 [52.1%]; E100000124716 [18.6%]; E100000128251 [17.6%]; E100000130261 [11.1%]; E100000132388 [0.5%],Shaanxi,China,Asia Pacific,22,,1859,operating,1350,33.323678,106.167206
P100000120235,Shaanxi Steel Group Hanzhong Iron and Steel Co Ltd,Shangang Group Hanzhong Iron & Steel Co Ltd,E100000123197,Shaanxi Coal and Chemical Industry Co Ltd [85.8%]; Hanzhong Investment Holding Group Co Ltd [8.9%]; unknown [5.3%],E100001000403 [85.8%]; E100000124716 [8.9%]; E100000132388 [5.3%],Shaanxi,China,Asia Pacific,16,,3560,operating,3000,33.133192,106.671859
P100000120162,Shagang Group Anyang Yongxing Special Steel Co Ltd,Shagang Group Anyang Yongxing Iron & Steel Co Ltd,E100000126826,Hengde International Co Ltd [27.4%]; Jiangsu Shagang Group Co Ltd [21.3%]; Zhangjiagang Free Trade Zone Rongrun Trade Co Ltd [16.8%]; unknown [12.4%]; Zhangjiagang Free Trade Zone Qianxing Investment Trade Co Ltd [10.5%]; Zhangjiagang Free Trade Zone Runyuan Stainless Steel Trade Co Ltd [6.4%]; Ningbo Meishan Free Trade Port Jincheng Shazhou Equity Investment Co Ltd [5.2%],E100000125940 [27.4%]; E100000122410 [21.3%]; E100000128493 [16.8%]; E100000132388 [12.4%]; E100000128710 [10.5%]; E100000124037 [6.4%]; E100000124038 [5.2%],Henan,China,Asia Pacific,32,1993,2020,operating,2600,36.143573,114.149964
P100000120249,Shandong Fulun Iron and Steel Co Ltd,Fulun Iron & Steel Co Ltd,E100000126317,Shandong Xiangxin Investment Holding Co Ltd [93.3%]; unknown [6.7%],E100000128405 [93.3%]; E100000132388 [6.7%],Shandong,China,Asia Pacific,22,,3095,operating,2700,36.308447,117.540425
P100000121150,Shandong Iron and Steel Co Ltd Laiwu Branch Aishan Street,Shandong Iron and Steel Co Ltd,E100000126101,Shandong Iron and Steel Co Ltd [100.0%],E100000126101 [100.0%],Shandong,China,Asia Pacific,4,2021,14822,operating,3850,36.087717,117.827927
P100000120312,Shandong Iron and Steel Group Rizhao Co Ltd,Shandong IRON&STEEL Group Rizhao Co Ltd,E100000126308,Shandong Iron and Steel Co Ltd [50.6%]; Shandong Iron and Steel Group Co Ltd [34.0%]; Shandong Guohui Investment Co Ltd [9.7%]; Shandong Caixin Asset Operation Co Ltd [4.9%]; unknown [0.8%],E100000126101 [50.6%]; E100000124598 [34.0%]; E100000124585 [9.7%]; E100000124453 [4.9%]; E100000132388 [0.8%],Shandong,China,Asia Pacific,17,,5696,operating,8500,35.188969,119.383723
P100000120414,Shandong Iron and Steel Group Yongfeng Lingang Co Ltd,Shandong Iron & Steel Group Yongfeng Lingang Corp,E100000123195,Qihe Zhongxin Investment Co Ltd [47.2%]; Shandong Iron and Steel Group Co Ltd [28.4%]; Yongfeng Group Co Ltd [12.2%]; Shandong Guohui Investment Co Ltd [8.1%]; Shandong Caixin Asset Operation Co Ltd [4.1%],E100000124596 [47.2%]; E100000124598 [28.4%]; E100000124595 [12.2%]; E100000124585 [8.1%]; E100000124453 [4.1%],Shandong,China,Asia Pacific,4,,1341,operating,5400,35.137061,119.068319
P100000120248,Shandong Luli Steel Co Ltd,Shandong Luli Steel Co Ltd,E100000126856,Luli Group Co Ltd [49.0%]; unknown [39.6%]; natural person(s) [11.4%],E100000127670 [49.0%]; E100000132388 [39.6%]; E100000123261 [11.4%],Shandong,China,Asia Pacific,32,1993,2369,operating,1400,36.970875,118.955444
P100000120247,Shandong Shouguang Juneng Special Steel Co Ltd,Shandong Shouguang Juneng SPECIAL Steel Co Ltd,E100000127078,natural person(s) [44.4%]; unknown [15.3%]; Shouguang Zhirun Investment Co Ltd [13.4%]; Shouguang Shengda Investment Co Ltd [10.4%]; Shouguang Shanyue Qingfeng Economic and Trade Co Ltd [8.3%]; Shouguang Zhitao Trading Co Ltd [3.2%]; Shouguang Xingchen Dahai Trading Co Ltd [2.5%]; Shouguang Yunxin Economic and Trade Co Ltd [2.5%],E100000123261 [44.4%]; E100000132388 [15.3%]; E100000127633 [13.4%]; E100000127634 [10.4%]; E100000128411 [8.3%]; E100000128412 [3.2%]; E100000128414 [2.5%]; E100000128413 [2.5%],Shandong,China,Asia Pacific,23,,2953,operating,2850,36.939125,118.785598
P100000120210,Shanghai Meishan Iron and Steel Co Ltd,Shanghai Meishan Iron & Steel Co Ltd,E100000122373,Baoshan Iron & Steel Co Ltd [77.0%]; China Development Bank Corp [9.1%]; The China Orient Asset Management Co Ltd [7.0%]; Nanjing State-Owned Assets Investment & Management Holding (Group) Co Ltd [6.8%],E100000122571 [77.0%]; E100001001051 [9.1%]; E100000123243 [7.0%]; E100000000238 [6.8%],Jiangsu,China,Asia Pacific,56,1969,5051,operating,7600,31.902969,118.61667
P100000120268,Shanxi Gaoyi Steel Co Ltd,Shanxi Gaoyi Steel Co Ltd,E100000123199,Shanxi Gaoyi Steel Co Ltd [100.0%],E100000123199 [100.0%],Shanxi,China,Asia Pacific,28,1997,38876,operating,2700,35.586841,111.258436
P100000120266,Shanxi Hongda Iron and Steel Group Co Ltd,Shanxi HONGDA Iron and Steel Group Co Ltd,E100000123200,Shanxi HONGDA Iron and Steel Group Co Ltd [100.0%],E100000123200 [100.0%],Shanxi,China,Asia Pacific,26,,15,operating,2300,35.701895,110.786826
P100000120406,Shanxi Huaqiang Iron and Steel Co Ltd,Shanxi HUAQIANG Iron and Steel Co Ltd,E100000126753,Shanxi HUAQIANG Iron and Steel Co Ltd [100.0%],E100000126753 [100.0%],Shanxi,China,Asia Pacific,22,,49,operating,1350,35.670848,111.378887
