Plant ID,Plant name (English),Owner,Owner GEM ID,Parent,Parent GEM ID,Subnational unit (province/state),Country/Area,Region,Plant age (years),Start date,Workforce size,Status,Nominal crude steel capacity (ttpa),Latitude,Longitude
P100000120833,SABIC Hadeed Al Jubail steel plant,Saudi Iron and Steel Co,E100000130924,Saudi Iron and Steel Co [100.0%],E100000130924 [100.0%],Eastern Province,Saudi Arabia,Middle East,46,1979,,operating,6000,27.018411,49.576356
P100000120834,Solb Steel Jizan plant,Solb Steel Co,E100000130915,Industries Qatar QPSC [40.4%]; Saudi Pan Kingdom for Trading Industry and Contracting Co Ltd,E100000000840 [40.4%]; E100000130941,Jizan Region,Saudi Arabia,Middle East,16,2009,2000,operating,1200,17.298475,42.352338
P100000120800,HBIS GROUP Serbia Iron & Steel plant Belgrade,HBIS Group Serbia Iron & Steel Beograd doo,E100000131053,HBIS Group Co Ltd,E100000124529,Podunavlje,Serbia,Europe,61,1964,5200,operating,2199,44.606332,20.970066
P100000120801,Metalfer Steel Mill Sremska Mitrovica,Metalfer Steel Mill Sremska Mitrovica doo,E100000131052,Metalfer doo [100.0%],E100002007548 [100.0%],Vojvodina,Serbia,Europe,17,2008,629,operating,500,44.977213,19.64601
P100000120852,Natsteel Singapore plant,Tata Steel Ltd,E100001010018,Tata Steel Ltd [100.0%],E100001010018 [100.0%],Jurong,Singapore,Asia Pacific,64,1961,1000,operating,720,1.306741,103.7003
P100000120854,U. S. Steel Košice steel plant,US Steel Košice sro,E100001000711,Nippon Steel Corp,E100000000652,Košice Region,Slovakia,Europe,60,1965,7712,operating,4500,48.612001,21.191401
P100000120853,SIJ Acroni Jesenice steel plant,SIJ Acroni doo,E100000130819,Slovenska industrija jekla dd [25.0%]; Dilon doo,E100001010754 [25.0%]; E100001016317,Jesenice,Slovenia,Europe,65,1960,1300,operating,726,46.423994,14.094645
P100000121029,Acerinox Columbus Stainless steel plant,Columbus Stainless (Pty) Ltd,E100000130800,Acerinox SA [76.0%]; Industrial Development Corporation of South Africa Ltd [24.0%],E100000130743 [76.0%]; E100001000576 [24.0%],Mpumalanga,South Africa,Africa,59,1966,1223,operating,850,-25.796313,29.497972
P100000121028,ArcelorMittal Vanderbijlpark Steel Works,ArcelorMittal South Africa Ltd,E100001000504,ArcelorMittal South Africa Ltd [100.0%],E100001000504 [100.0%],Gauteng,South Africa,Africa,78,1947,4500,operating,3360,-26.657367,27.82231
P100000121237,Scaw Metals Group Germiston plant,Scaw Metals Group Pty Ltd,E100001012802,Industrial Development Corporation of South Africa Ltd [74.0%]; Main Street 510 Pty Ltd [21.0%],E100001000576 [74.0%]; E100001012803 [21.0%],Gauteng,South Africa,Africa,101,1924,2000,operating,600,-26.273316,28.163761
P100000121170,DaehanSteel Noksan Steel Plant,Daehan Steel Co Ltd,E100001010335,Daehan Steel Co Ltd [100.0%],E100001010335 [100.0%],South Gyeongsang,South Korea,Asia Pacific,18,,253,operating,1000,35.099098,128.860339
P100000120693,Dongkuk Steel Incheon steel plant,Dongkuk Steel Mill Co Ltd,E100000130714,Dongkuk Steel Mill Co Ltd [100.0%],E100000130714 [100.0%],Seoul National Capital Area,South Korea,Asia Pacific,53,1972,905,operating,2200,37.486465,126.638607
P100000120694,Dongkuk Steel Pohang steel plant,Dongkuk Steel Mill Co Ltd,E100000130714,Dongkuk Steel Mill Co Ltd [100.0%],E100000130714 [100.0%],North Gyeongsang,South Korea,Asia Pacific,34,1991,905,operating,1400,36.00147,129.397609
P100000120705,Hansco Hwanyoung Steel Dangjin plant,Hwanyoung Steel Industries Co Ltd,E100000131033,KISCO Corp,E100000130851,South Chungcheong,South Korea,Asia Pacific,32,,,operating,800,36.956486,126.616956
P100000120695,Hyundai Steel Dangjin steel plant,Hyundai Steel Co,E100001010262,Hyundai Steel Co [100.0%],E100001010262 [100.0%],South Chungcheong,South Korea,Asia Pacific,19,2006,7759,operating,16200,36.986282,126.69735
P100000120696,Hyundai Steel Incheon steel plant,Hyundai Steel Co,E100001010262,Hyundai Steel Co [100.0%],E100001010262 [100.0%],Seoul National Capital Area,South Korea,Asia Pacific,72,1953,2244,operating,4697,37.489678,126.637942
P100000120697,Hyundai Steel Pohang steel plant,Hyundai Steel Co,E100001010262,Hyundai Steel Co [100.0%],E100001010262 [100.0%],North Gyeongsang,South Korea,Asia Pacific,,,1496,operating,3400,36.004981,129.384829
P100000120704,KG Steel Incheon steel plant,KG Steel Co Ltd,E100002006224,KG Chemical Corp,E100002007588,Seoul National Capital Area,South Korea,Asia Pacific,16,2009,543,operating,1000,37.482625,126.670175
P100000120698,KISCO steel Changwon plant,KISCO Corp,E100000130851,KISCO Corp [100.0%],E100000130851 [100.0%],South Gyeongsang,South Korea,Asia Pacific,60,1965,556,operating,3000,35.216552,128.640158
P100000120699,POSCO Gwangyang steel plant,POSCO Holdings Inc,E100000000953,POSCO Holdings Inc [100.0%],E100000000953 [100.0%],South Jeolla,South Korea,Asia Pacific,38,1987,4080,operating,22999,34.920086,127.74865
P100000120700,POSCO Pohang steel plant,POSCO Holdings Inc,E100000000953,POSCO Holdings Inc [100.0%],E100000000953 [100.0%],North Gyeongsang,South Korea,Asia Pacific,52,1973,6920,operating,17701,36.00931,129.394508
P100000120701,SeAH Besteel Gunsan steel plant,SeAH Besteel Holdings Corp,E100000130717,SeAH Besteel Holdings Corp [100.0%],E100000130717 [100.0%],North Jeolla,South Korea,Asia Pacific,28,1997,1592,operating,2101,35.968596,126.609524
P100000120702,SeAH Changwon Integrated Special Steel plant,SeAH Changwon Integrated Special Steel Corp,E100000130927,SeAH Besteel Holdings Corp [100.0%],E100000130717 [100.0%],South Gyeongsang,South Korea,Asia Pacific,59,1966,1229,operating,1200,35.204191,128.604277
P100000120706,SeAH Steel Pohang plant,SeAh Steel Holdings Corp,E100001010280,SeAh Steel Holdings Corp [100.0%],E100001010280 [100.0%],North Gyeongsang,South Korea,Asia Pacific,47,1978,,operating,1200,35.991176,129.375791
P100000120703,YK Steel Busan plant,YK Steel Corp,E100000131021,Daehan Steel Co Ltd [70.0%]; Yamato Kogyo Co Ltd [30.0%],E100001010335 [70.0%]; E100001010196 [30.0%],South Gyeongsang,South Korea,Asia Pacific,61,1966,336,operating,930,35.083819,128.989034
P100000120454,Acerinox Europa Los Barrios steel plant,Acerinox Europa SAU,E100000130989,Acerinox SA [100.0%],E100000130743 [100.0%],Cádiz,Spain,Europe,55,1970,1746,operating,1200,36.181686,-5.426626
P100000120459,ArcelorMittal Asturias (Aviles) steel plant,ArcelorMittal España SA,E100001000497,ArcelorMittal SA [99.8%]; small shareholder(s) [0.2%],E100000000687 [99.8%]; E100001015587 [0.2%],Asturias,Spain,Europe,75,1950,3205,operating,4200,43.554741,-5.87259
P100000120452,ArcelorMittal Asturias (Gijón) steel plant,ArcelorMittal España SA,E100001000497,ArcelorMittal SA [99.8%]; small shareholder(s) [0.2%],E100000000687 [99.8%]; E100001015587 [0.2%],Asturias,Spain,Europe,54,1971,3375,operating,1200,43.525092,-5.731926
P100000120458,ArcelorMittal Olaberria-Bergara (Olaberria) steel plant,Arcelormittal Olaberria-Bergara SL,E100001000509,ArcelorMittal SA; small shareholder(s),E100000000687; E100001015587,Gipuzkoa,Spain,Europe,33,1992,500,operating,1450,43.03829,-2.219625
P100000120453,ArcelorMittal Sestao steel plant,Arcelormittal Sestao SL,E100001000508,ArcelorMittal SA; small shareholder(s),E100000000687; E100001015587,Vizcaya,Spain,Europe,123,1902,250,operating,2000,43.313144,-2.998964
P100000120456,Celsa Barcelona Castellbisbal steel plant,Compania Espanola de Laminacion SL,E100000130908,Anchorage Capital Advisors LP; Anchorage Capital Group LLC; Attestor Services Ltd; Deutsche Bank AG; GoldenTree Asset Management LP; Midwood Holdings LLC,E100002003621; E100002003627; E100002003626; E100000136992; E100002003622; E100002003624,Barcelona,Spain,Europe,68,1957,850,operating,2500,41.454855,1.980107
P100000120462,Celsa Global Steel Wire Santander plant,Global Steel Wire SA,E100000130742,Anchorage Capital Advisors LP; Anchorage Capital Group LLC; Attestor Services Ltd; Deutsche Bank AG; GoldenTree Asset Management LP; Midwood Holdings LLC,E100002003621; E100002003627; E100002003626; E100000136992; E100002003622; E100002003624,Cantabria,Spain,Europe,126,1899,650,operating,750,43.445344,-3.839228
P100000120467,Celsa Nervacero steel plant,Nervacero SA,E100000130909,Anchorage Capital Advisors LP; Anchorage Capital Group LLC; Attestor Services Ltd; Deutsche Bank AG; GoldenTree Asset Management LP; Midwood Holdings LLC,E100002003621; E100002003627; E100002003626; E100000136992; E100002003622; E100002003624,Vizcaya,Spain,Europe,54,1971,330,operating,1000,43.30806,-3.026309
P100000120461,Grupo Gallardo Corrugados Getafe steel plant,Corrugados Getafe SL,E100000130866,CL Grupo Industrial,E100000136946,Madrid,Spain,Europe,77,1948,150,operating,600,40.310803,-3.703568
P100000120455,Grupo Gallardo Siderurgica Balboa Jerez de los Caballeros steel plant,AG Siderurgica Balboa SA,E100000130794,CL Grupo Industrial,E100000136946,Badajoz,Spain,Europe,33,1992,600,operating,1300,38.326405,-6.767326
P100000120463,Megasa Siderúrgica Narón steel plant,Megasa Siderurgica SL,E100000131051,Bipadosa SL,E100001016222,La Coruña,Spain,Europe,72,1953,,operating,700,43.51421,-8.163839
P100000120464,Megasider Zaragoza steel plant,Megasider Zaragoza SA,E100000130864,Bipadosa SL,E100001016222,Zaragoza,Spain,Europe,67,1958,,operating,500,41.56988,-0.856566
P100000120457,Riva Siderurgica Sevillana steel plant,Siderurgica Sevillana SA,E100000130868,Riva Forni Elettrici SpA,E100000131000,Sevilla,Spain,Europe,71,1954,356,operating,1300,37.362968,-5.886865
P100000120465,Sidenor Aceros Especiales Basauri steel plant,Sidenor Aceros Especiales SLU,E100000130867,Clerbil SL,E100002003637,Vizcaya,Spain,Europe,58,1967,263,operating,740,43.227282,-2.884676
P100000120849,Outokumpu Avesta steel plant,Outokumpu Stainless AB,E100000130889,Solidium Oy [15.5%]; small shareholder(s),E100001016231 [15.5%]; E100001015587,Dalarna,Sweden,Europe,95,1930,700,operating,500,60.148821,16.172808
P100000120848,Ovako Hofors steel plant,Ovako AB,E100000130940,Sanyo Special Steel Co Ltd,E100000130712,Gävleborgs,Sweden,Europe,109,1916,1400,operating,500,60.548682,16.302815
P100000120845,SSAB Luleå steel plant,SSAB AB,E100000001651,SSAB AB [100.0%],E100000001651 [100.0%],Norrbotten,Sweden,Europe,84,1941,1200,operating,13,65.559719,22.219699
P100000120065,Stahl Gerlafingen steel plant,Stahl Gerlafingen AG,E100000130836,Beltrame Holding SpA [79.4%]; unknown [21.6%],E100001016199 [79.4%]; E100000132388 [21.6%],Solothurn,Switzerland,Europe,107,1918,540,operating,720,47.171958,7.562287
P100000121227,Swiss Steel Emmenbrücke plant,Swiss Steel Holding AG,E100000130745,Swiss Steel Holding AG [100.0%],E100000130745 [100.0%],Lucerne,Switzerland,Europe,26,1999,620,operating,650,47.308055,7.873594
P100000120856,Hadeed Metal Manufacturing Co Damascus steel plant,Hadeed Metal Manufacturing Co,E100000131111,Hadeed Metal Manufacturing Co [100.0%],E100000131111 [100.0%],Damascus,Syria,Middle East,13,2012,750,operating,1400,33.626258,36.574968
P100000120857,Hmisho Steel Hassia plant,Hmisho Steel SA,E100000131113,Hamsho International Co,E100002003618,Homs,Syria,Middle East,15,2010,1000,operating,800,34.364258,36.803848
P100000120897,China Steel Corporation Xiaogang plant,China Steel Corp,E100001010146,China Steel Corp [100.0%],E100001010146 [100.0%],Kaohsiung,Taiwan,Asia Pacific,54,1971,17434,operating,10000,22.555442,120.349252
P100000120898,China Steel Dragon Steel Taichung plant,Dragon Steel Corp,E100000131172,China Steel Corp [100.0%],E100001010146 [100.0%],Taichung,Taiwan,Asia Pacific,32,1993,3224,operating,6081,24.226897,120.493911
P100000120901,E Top Metal Changhua plant,E-Top Metal Co Ltd,E100000131175,Taiwan Steel Group,E100001016302,Changhua,Taiwan,Asia Pacific,22,2003,,operating,600,24.167872,120.505482
P100000120899,Feng Hsin Steel Taichung plant,Feng Hsin Steel Co Ltd,E100000131173,Feng Hsin Steel Co Ltd [100.0%],E100000131173 [100.0%],Taichung,Taiwan,Asia Pacific,54,1971,894,operating,1701,24.31287,120.712774
P100000121174,Hai Kwang Enterprise Corporation,Hai Kwang Enterprise Corp,E100001012160,Hai Kwang Enterprise Corp [100.0%],E100001012160 [100.0%],Kaohsiung,Taiwan,Asia Pacific,56,1969,350,operating,600,22.550634,120.365645
P100000121229,Shyeh Sheng Fuat Steel Kaohsiung plant,Shyeh Sheng Fuat Steel & Iron Works Co Ltd,E100001012702,Shyeh Sheng Fuat Steel & Iron Works Co Ltd [100.0%],E100001012702 [100.0%],Kaohsiung,Taiwan,Asia Pacific,59,1966,430,operating,720,22.559391,120.3656132
P100000120904,Tung Ho Steel Kaohsiung Plant,Tung Ho Steel Enterprise Corp,E100000130746,Tung Ho Steel Enterprise Corp [100.0%],E100000130746 [100.0%],Xiaogang,Taiwan,Asia Pacific,51,1974,,operating,700,22.563095,120.362654
P100000120903,Tung Ho Steel Miaoli Plant,Tung Ho Steel Enterprise Corp,E100000130746,Tung Ho Steel Enterprise Corp [100.0%],E100000130746 [100.0%],Miaoli,Taiwan,Asia Pacific,34,1991,,operating,1200,24.568401,120.74062
P100000120902,Tung Ho Steel Taoyuan Plant,Tung Ho Steel Enterprise Corp,E100000130746,Tung Ho Steel Enterprise Corp [100.0%],E100000130746 [100.0%],Guanyin,Taiwan,Asia Pacific,38,1987,,operating,1000,25.067119,121.141176
P100000120900,Yieh United Steel Kaohsiung plant,Yieh United Steel Corp,E100000131174,Yieh United Steel Corp [100.0%],E100000131174 [100.0%],Kaohsiung,Taiwan,Asia Pacific,37,,3352,operating,1000,22.830857,120.300604
P100000120864,Bangkok Steel Industry Samut Prakan plant,Bangkok Steel Industry PCL,E100000130747,Bangkok Steel Industry PCL [100.0%],E100000130747 [100.0%],Samut Prakan,Thailand,Asia Pacific,52,1973,,operating,600,13.647672,100.553882
P100000121168,Chow Steel Kabinburi Steel Plant,Chow Steel Industries PCL,E100000134363,Chow Steel Industries PCL [100.0%],E100000134363 [100.0%],Prachinburi,Thailand,Asia Pacific,22,2003,,operating,730,14.074757,101.84215
P100000120865,Millcon Steel Rayong plant,Millcon Steel PCL,E100000130748,Millcon Steel PCL [100.0%],E100000130748 [100.0%],Rayong,Thailand,Asia Pacific,27,1998,493,operating,800,12.819544,101.152954
P100000120858,Nippon G Steel plant,G Steel PCL,E100001010123,Nippon Steel Corp [60.2%]; small shareholder(s) [12.8%]; natural person(s) [12.4%]; UOB Kay Hian Pte Ltd [7.5%]; Superior Overseas (Thailand) Co Ltd [7.0%],E100000000652 [60.2%]; E100001015587 [12.8%]; E100000123261 [12.4%]; E100001016129 [7.5%]; E100001016130 [7.0%],Rayong,Thailand,Asia Pacific,26,1999,662,operating,1800,12.793786,101.244592
P100000120859,Nippon GJS steel plant,G J Steel PCL,E100001010124,G J Steel PCL [100.0%],E100001010124 [100.0%],Chonburi,Thailand,Asia Pacific,30,1995,804,operating,1500,13.054668,101.078842
P100000120861,Siam Yamato Steel Huai Pong plant,Siam Yamato Steel Co Ltd,E100000130802,Yamato Kogyo Co Ltd [64.2%]; Mitsui & Co Ltd [20.0%]; Siam Cement PCL [10.0%]; Sumitomo Corp [5.8%],E100001010196 [64.2%]; E100000000651 [20.0%]; E100001000930 [10.0%]; E100000000657 [5.8%],Rayong,Thailand,Asia Pacific,15,2010,,operating,500,12.706642,101.111703
P100000120860,Siam Yamato Steel Map Ta Phut plant,Siam Yamato Steel Co Ltd,E100000130802,Yamato Kogyo Co Ltd [64.2%]; Mitsui & Co Ltd [20.0%]; Siam Cement PCL [10.0%]; Sumitomo Corp [5.8%],E100001010196 [64.2%]; E100000000651 [20.0%]; E100001000930 [10.0%]; E100000000657 [5.8%],Rayong,Thailand,Asia Pacific,31,1994,,operating,600,12.674898,101.147002
P100000120862,Tata Steel Manufacturing NTS Plant,Tata Steel (Thailand) PCL,E100001010159,Tata Steel (Thailand) PCL [100.0%],E100001010159 [100.0%],Chonburi,Thailand,Asia Pacific,37,1988,367,operating,800,13.052398,101.086795
P100000120863,Tata Steel Manufacturing SCSC Plant,Tata Steel (Thailand) PCL,E100001010159,Tata Steel (Thailand) PCL [100.0%],E100001010159 [100.0%],Rayong,Thailand,Asia Pacific,36,1989,367,operating,550,12.677582,101.149401
P100000121204,TY Steel Rayong Steel Plant,TY Steel Co Ltd,E100001012383,Ta Chen Stainless Pipe Co Ltd [38.8%]; Tycoons Worldwide Group (Thailand) PCL [19.4%]; Tycoons Group International Co Ltd [5.9%],E100001012387 [38.8%]; E100001012384 [19.4%]; E100001012386 [5.9%],Rayong,Thailand,Asia Pacific,8,2017,,operating,600,12.857307,101.21314
P100000120866,UMC Metals Chon Buri plant,UMC Metals Ltd,E100001000453,UMC Metals Ltd [100.0%],E100001000453 [100.0%],Chonburi,Thailand,Asia Pacific,31,1994,,operating,805,13.275832,100.969791
P100000120895,Nu-Iron Unlimited Point Lisas DRI plant,Nu-Iron Unlimited,E100001010182,Nucor Corp [100.0%],E100001010181 [100.0%],Couva,Trinidad and Tobago,Central & South America,19,,8000,operating,1350,10.399138,-61.486326
P100000120882,Aba Iron and Steel Payas plant,ABA Çelik Demir LŞ,E100000131190,ABA Çelik Demir LŞ [100.0%],E100000131190 [100.0%],Hatay,Türkiye,Europe,42,1983,900,operating,1100,36.747413,36.21733
P100000120891,Asil Celik Orhangazi steel plant,Asil Celik Sanayi ve Ticaret AŞ,E100000130849,small shareholder(s) [21.7%]; Parsan Makina Parçaları Sanayi AŞ [20.1%]; Güriş Inşaat ve Muhendislik AŞ [19.5%]; Omtaş Otomotiv Transmisyon Aksamı Sanayi ve Ticaret AŞ [5.5%]; Diler Holding AŞ,E100001015587 [21.7%]; E100001016200 [20.1%]; E100000186116 [19.5%]; E100001016203 [5.5%]; E100000120333,Bursa,Türkiye,Europe,46,1979,361,operating,730,40.42752,29.270141
P100000120892,Cebitas steel plant,Çebitaş Demir Çelik Endüstrisi AŞ,E100001010272,Çebitaş Demir Çelik Endüstrisi AŞ [100.0%],E100001010272 [100.0%],İzmir,Türkiye,Europe,36,1989,450,operating,860,38.74074,26.951743
P100000120867,Colakoglu Metallurgical Dilovasi plant,Çolakoğlu Metalürji AŞ,E100000002151,Çolakoğlu Metalürji AŞ [100.0%],E100000002151 [100.0%],Kocaeli,Türkiye,Europe,56,1969,,operating,4500,40.768409,29.529979
P100000120868,Diler Iron and Steel Dilovasi plant,Diler Demir Celik Endustri ve Ticaret AŞ,E100000130789,Diler Holding AŞ,E100000120333,Kocaeli,Türkiye,Europe,41,1984,1000,operating,1300,40.783161,29.533568
P100000120869,Ege Steel Aliaga plant,Ege Celik Endustrisi Sanayi ve Ticaret AŞ,E100000130876,natural person(s) [98.0%]; small shareholder(s) [2.0%],E100000123261 [98.0%]; E100001015587 [2.0%],İzmir,Türkiye,Europe,24,2001,999,operating,1200,38.728005,26.940095
P100000120870,Ekinciler Iron and Steel Iskenderun plant,Ekinciler Demir ve Celik Sanayi AŞ,E100000130793,Ekinciler Holding AŞ,E100000130896,Hatay,Türkiye,Europe,36,1989,,operating,1250,36.690115,36.205739
P100000120871,Erdemir Eregli steel plant,Eregli Demir ve Celik Fabrikalari AŞ,E100000130751,Eregli Demir ve Celik Fabrikalari AŞ [100.0%],E100000130751 [100.0%],Zonguldak,Türkiye,Europe,60,1965,5600,operating,3801,41.261469,31.420106
P100000120872,Habas Aliaga steel plant,Habas Industrial and Medical Gases Production Industries AŞ,E100001000568,Habas Industrial and Medical Gases Production Industries AŞ [100.0%],E100001000568 [100.0%],İzmir,Türkiye,Europe,38,1987,1449,operating,4500,38.751462,26.950172
P100000120873,İÇDAŞ Biga steel plant,Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ,E100000130879,Içdaş Çelik Enerji Tersane Ve Ulaşim Sanayi AŞ [100.0%],E100000130879 [100.0%],Çanakkale,Türkiye,Europe,55,1970,4754,operating,5001,40.441491,27.137563
P100000120874,İDÇ Izdemir Aliaga steel plant,Izmir Demir Celik Sanayi AŞ,E100000130752,Izmir Demir Celik Sanayi AŞ [100.0%],E100000130752 [100.0%],İzmir,Türkiye,Europe,38,1987,2010,operating,3100,38.739596,26.929091
P100000120875,Isdemir Payas steel plant,Iskenderun Demir ve Celik AŞ,E100000130877,Iskenderun Demir ve Celik AŞ [100.0%],E100000130877 [100.0%],Hatay,Türkiye,Europe,48,1977,4863,operating,5800,36.735672,36.204581
P100000120876,Kaptan Ereglisi steel plant,Kaptan Demir Celik Endustrisi Ve Ticaret AŞ,E100000001058,Kaptan Demir Celik Endustrisi Ve Ticaret AŞ [100.0%],E100000001058 [100.0%],Tekirdağ,Türkiye,Europe,23,2002,913,operating,1400,41.015222,27.959978
P100000120894,Kardemir Celik Sanayi Izmir steel plant,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,E100001000598,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ [100.0%],E100001000598 [100.0%],İzmir,Türkiye,Europe,3,2022,1000,operating,1250,38.743652,26.964746
P100000120877,Kardemir Merkez steel plant,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ,E100001000598,Kardemir Karabuk Demir Çelik Sanayi Ve Ticaret AŞ [100.0%],E100001000598 [100.0%],Karabük,Türkiye,Europe,86,,4176,operating,3501,41.180307,32.634343
P100000120878,Koc Metallurgical Toprakkale plant,Koc Metalurji AŞ,E100000131090,Koc Metalurji AŞ [100.0%],E100000131090 [100.0%],Osmaniye,Türkiye,Europe,13,2012,430,operating,1100,37.01488,36.104416
P100000120879,Kroman Steel Darica plant,Kroman Celik Sanayii AS,E100000130801,Yucel Boru ve Profil Endustrisi AŞ,E100000130883,Kocaeli,Türkiye,Europe,56,1969,1450,operating,1400,40.801101,29.374115
P100000120881,Mescier Iron and Steel Bartin plant,Mescier Demir Celik AŞ,E100000131123,Mescier Demir Celik AŞ [100.0%],E100000131123 [100.0%],Bartin,Türkiye,Europe,5,2020,499,operating,1000,41.565932,32.427758
P100000120880,MMK Türkiye Metallurgical Payas plant,MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi AŞ,E100001010269,Magnitogorskiy Metallurgicheskiy Kombinat PJSC [100.0%],E100000002080 [100.0%],Hatay,Türkiye,Europe,14,2011,1219,operating,2500,36.768975,36.213842
P100000120883,Ozkan Iron and Steel Aliaga plant,Ozkan Demir Celik Sanayi AŞ,E100000130878,Ozkan Demir Celik Sanayi AŞ [100.0%],E100000130878 [100.0%],İzmir,Türkiye,Europe,15,2010,425,operating,1200,38.737005,26.950824
P100000120884,Siddik Kardesler Dilovasi steel plant,Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ,E100000131138,Sıddık Kardeşler Haddecilik Sanayi Ticaret LŞ [100.0%],E100000131138 [100.0%],Kocaeli,Türkiye,Europe,9,2016,369,operating,690,40.800833,29.512008
P100000120886,Toscelik Iskenderun steel plant,Toscelik Profil ve Sac Endustrisi AS,E100000130880,Tosyalı Holding AŞ,E100001000709,Hatay,Türkiye,Europe,2,2023,1300,operating,4000,36.687943,36.214871
P100000120885,Toscelik Toprakkale steel plant,Toscelik Profil ve Sac Endustrisi AS,E100000130880,Tosyalı Holding AŞ,E100001000709,Osmaniye,Türkiye,Europe,16,2009,500,operating,2000,37.016956,36.10911
P100000120887,Yazici Iron and Steel Iskenderun plant,Yazici Demir Celik Sanayi ve Turizm Ticaret AŞ,E100000130881,Diler Holding AŞ,E100000120333,Hatay,Türkiye,Europe,31,1994,435,operating,1050,36.685932,36.206275
P100000120888,Yesilyurt Iron and Steel Tekkekoy plant,Yesilyurt Demir Celik Endustri Ve Liman Isletmeleri AŞ,E100000130882,Yesilyurt Demir Celik Endustri Ve Liman Isletmeleri AŞ [100.0%],E100000130882 [100.0%],Samsun,Türkiye,Europe,28,1997,680,operating,1300,41.241199,36.442055
P100000120918,Tembo Steels Iganga plant,Tembo Steels Uganda Ltd,E100000131193,Tembo Steels Uganda Ltd [100.0%],E100000131193 [100.0%],Busoga,Uganda,Africa,1,2024,3000,operating,450,0.611975,33.457629
P100000120905,Alchevsk Metallurgical Plant,Alchevsk Metallurgical Plant PJSC,E100001012119,Southern Mining and Metallurgical Complex LLC,E100000130963,Luhansk,Ukraine,Europe,129,1896,200,operating,5472,48.478111,38.770787
P100000120906,ArcelorMittal Kryvyi Rih steel plant,ArcelorMittal Kryvyi Rih PJSC,E100001000500,ArcelorMittal SA [95.1%]; small shareholder(s) [4.9%],E100000000687 [95.1%]; E100001015587 [4.9%],Dnipropetrovsk,Ukraine,Europe,91,1934,22000,operating,1083,47.874411,33.392993
P100000120915,Interpipe Steel Plant,Interpipe Ltd,E100001012175,Interpipe Holdings PLC [100.0%],E100001016232 [100.0%],Dnipropetrovsk,Ukraine,Europe,13,2012,555,operating,1320,48.498914,35.096336
P100000120909,Metallurgical Plant Kametstal,Kamet-Steel PrJSC,E100001012133,Metinvest BV [100.0%],E100001000605 [100.0%],Dnipropetrovsk,Ukraine,Europe,138,1887,9000,operating,3500,48.528019,34.640915
P100000120916,Metinvest Zaporizhstal steel plant,Zaporiz'kyi Metalurhiinyi Kombinat Zaporizhstal' PJSC,E100000130816,Metinvest BV [47.0%]; Global Steel Investments Ltd [36.8%]; Eastrade Ltd [11.2%],E100001000605 [47.0%]; E100002017625 [36.8%]; E100002017627 [11.2%],Zaporizhzhia,Ukraine,Europe,92,1933,8000,operating,2930,47.86838,35.161773
P100000120912,Yenakiieve Metallurgical Plant,Yenakiieve Metallurgical Plant Branch PJSC,E100001012191,Yenakiieve Metallurgical Plant Branch PJSC [100.0%],E100001012191 [100.0%],Donetsk,Ukraine,Europe,130,1895,5000,operating,2200,48.220502,38.228626
P100000120908,Yuzovsky Metallurgical Plant,SUE DPR UMP,E100001012093,SUE DPR UMP [100.0%],E100001012093 [100.0%],Donetsk,Ukraine,Europe,26,1999,858,operating,1000,47.982276,37.810634
P100000121217,Arabian Gulf Steel Industries Abu Dhabi plant,Arabian Gulf Steel Industries Selling Port LLC,E100001012447,Arabian Gulf Steel Industries Selling Port LLC [100.0%],E100001012447 [100.0%],Abu Dhabi,United Arab Emirates,Middle East,17,2008,750,operating,600,24.283335,54.463384
P100000120001,Emsteel Abu Dhabi plant,Emsteel Building Materials PJSC,E100001016181,Emsteel Building Materials PJSC [100.0%],E100001016181 [100.0%],Abu Dhabi,United Arab Emirates,Middle East,22,2003,3000,operating,3600,24.322033,54.467987
P100000120485,GFG Liberty Steel Rotherham plant,Liberty Steel Group,E100000130950,GFG Alliance Ltd,E100001000556,England,United Kingdom,Europe,,,650,operating,1220,53.450712,-1.323025
P100000120484,Se.ven GI Cardiff plant,Sev.en Global Investments AS,E100001010410,Engiana Establishment [100.0%],E100001016427 [100.0%],Wales,United Kingdom,Europe,19,2006,800,operating,1200,51.479757,-3.137056
P100000120998,Alton Steel plant,Alton Steel Inc,E100000130968,Alton Steel Inc [100.0%],E100000130968 [100.0%],Illinois,United States,North America,22,2003,250,operating,680,38.884465,-90.14579
P100000120997,ArcelorMittal Calvert,AM/NS Calvert LLC,E100001010118,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Alabama,United States,North America,0,2025,1700,operating,1500,31.148446,-87.990521
P100000120970,ArcelorMittal Texas DRI plant,ArcelorMittal SA,E100000000687,ArcelorMittal SA [100.0%],E100000000687 [100.0%],Texas,United States,North America,8,,270,operating,1350,27.888929,-97.282062
P100000120937,BlueScope North Star Steel plant,North Star BlueScope Steel Ltd,E100000130828,BlueScope Steel Ltd [100.0%],E100000130689 [100.0%],Ohio,United States,North America,29,1996,400,operating,3034,41.568783,-84.048129
