Plant ID,Workforce size,Nominal crude steel capacity (ttpa),ISO 14001,ISO 50001,ResponsibleSteel Certification,Year,Crude steel production (ttpa),Plant Age,Capacity per Worker (ttpa per worker),Certification score,Avg_Annual_Growth,Growth_Volatility,Asia Pacific,Central & South America,Eurasia,Europe,Middle East,North America
P100000120017,-0.35038896591570795,-0.34089383891719244,1,0,0,2022,-0.41418371866478226,2.0946234133079873,-0.23889546069664552,-0.3490719137044929,-0.5464761219006048,-0.08479956556661956,False,False,False,True,False,False
P100000120017,-0.35038896591570795,-0.34089383891719244,1,0,0,2023,-0.4306252980577928,2.119772026702876,-0.23889546069664552,-0.3490719137044929,-0.5464761219006048,-0.08479956556661956,False,False,False,True,False,False
P100000120018,-0.34393998594138314,-0.5959701410695265,1,0,0,2019,-0.5034614947688297,-0.8980615806838037,-0.34599912436241664,-0.3490719137044929,3.279141080879727,2.525893994100809,True,False,False,False,False,False
P100000120018,-0.34393998594138314,-0.5959701410695265,1,0,0,2020,-0.4408190772814594,-0.8729129672889147,-0.34599912436241664,-0.3490719137044929,3.279141080879727,2.525893994100809,True,False,False,False,False,False
P100000120018,-0.34393998594138314,-0.5959701410695265,1,0,0,2021,-0.41730761874945427,-0.8477643538940257,-0.34599912436241664,-0.3490719137044929,3.279141080879727,2.525893994100809,True,False,False,False,False,False
P100000120018,-0.34393998594138314,-0.5959701410695265,1,0,0,2022,-0.4099089080225995,-0.8226157404991367,-0.34599912436241664,-0.3490719137044929,3.279141080879727,2.525893994100809,True,False,False,False,False,False
P100000120018,-0.34393998594138314,-0.5959701410695265,1,0,0,2023,-0.4250351610641692,-0.7974671271042477,-0.34599912436241664,-0.3490719137044929,3.279141080879727,2.525893994100809,True,False,False,False,False,False
P100000120021,-0.5360414197220279,-0.6679883096187231,0,0,0,2019,-0.4575894882623302,-1.1746963280275826,-0.3018884204028247,-1.634596365135462,0.3123264045349842,-0.10237446837344254,True,False,False,False,False,False
P100000120021,-0.5360414197220279,-0.6679883096187231,0,0,0,2020,-0.43703751402106694,-1.1495477146326936,-0.3018884204028247,-1.634596365135462,0.3123264045349842,-0.10237446837344254,True,False,False,False,False,False
P100000120021,-0.5360414197220279,-0.6679883096187231,0,0,0,2021,-0.43111854543958317,-1.1243991012378047,-0.3018884204028247,-1.634596365135462,0.3123264045349842,-0.10237446837344254,True,False,False,False,False,False
P100000120021,-0.5360414197220279,-0.6679883096187231,0,0,0,2022,-0.42519957685809934,-1.0992504878429157,-0.3018884204028247,-1.634596365135462,0.3123264045349842,-0.10237446837344254,True,False,False,False,False,False
P100000120021,-0.5360414197220279,-0.6679883096187231,0,0,0,2023,-0.4266793190034703,-1.0741018744480266,-0.3018884204028247,-1.634596365135462,0.3123264045349842,-0.10237446837344254,True,False,False,False,False,False
P100000120022,-0.5360414197220279,-0.43127520582156276,1,0,0,2019,-0.514806184550007,-1.0992504878429157,-0.1299602672197943,-0.3490719137044929,6.427861231643442,4.38638562577103,True,False,False,False,False,False
P100000120022,-0.5360414197220279,-0.43127520582156276,1,0,0,2020,-0.45709624088053985,-1.0741018744480266,-0.1299602672197943,-0.3490719137044929,6.427861231643442,4.38638562577103,True,False,False,False,False,False
P100000120022,-0.5360414197220279,-0.43127520582156276,1,0,0,2021,-0.3658454752493311,-1.0489532610531376,-0.1299602672197943,-0.3490719137044929,6.427861231643442,4.38638562577103,True,False,False,False,False,False
P100000120022,-0.5360414197220279,-0.43127520582156276,1,0,0,2022,-0.3716000280368848,-1.0238046476582487,-0.1299602672197943,-0.3490719137044929,6.427861231643442,4.38638562577103,True,False,False,False,False,False
P100000120022,-0.5360414197220279,-0.43127520582156276,1,0,0,2023,-0.40530526579255655,-0.9986560342633597,-0.1299602672197943,-0.3490719137044929,6.427861231643442,4.38638562577103,True,False,False,False,False,False
P100000120027,-0.40256707661706315,-0.18021585330942294,1,1,1,2019,0.3750120921997259,0.15818018190153424,-0.1316987120739707,2.221976989157445,-0.4625411281961498,0.018638676786219822,False,False,False,True,False,False
P100000120027,-0.40256707661706315,-0.18021585330942294,1,1,1,2020,0.14647413863687878,0.18332879529642324,-0.1316987120739707,2.221976989157445,-0.4625411281961498,0.018638676786219822,False,False,False,True,False,False
P100000120027,-0.40256707661706315,-0.18021585330942294,1,1,1,2021,0.21881708796612537,0.20847740869131223,-0.1316987120739707,2.221976989157445,-0.4625411281961498,0.018638676786219822,False,False,False,True,False,False
P100000120027,-0.40256707661706315,-0.18021585330942294,1,1,1,2022,0.292804195234673,0.23362602208620123,-0.1316987120739707,2.221976989157445,-0.4625411281961498,0.018638676786219822,False,False,False,True,False,False
P100000120027,-0.40256707661706315,-0.18021585330942294,1,1,1,2023,0.17771313948359888,0.25877463548109025,-0.1316987120739707,2.221976989157445,-0.4625411281961498,0.018638676786219822,False,False,False,True,False,False
P100000120030,-0.6933574463684358,-0.6679883096187231,0,0,0,2019,-0.39774213927177166,-0.4202379261809127,-0.0002970532938793889,-1.634596365135462,-0.21461119967635964,-0.4249127834234746,False,False,False,True,False,False
P100000120030,-0.6933574463684358,-0.6679883096187231,0,0,0,2020,-0.39774213927177166,-0.3950893127860237,-0.0002970532938793889,-1.634596365135462,-0.21461119967635964,-0.4249127834234746,False,False,False,True,False,False
P100000120030,-0.6933574463684358,-0.6679883096187231,0,0,0,2021,-0.39774213927177166,-0.3699406993911347,-0.0002970532938793889,-1.634596365135462,-0.21461119967635964,-0.4249127834234746,False,False,False,True,False,False
